annotator,position,time_stamp
24,10,19.479762
24,11,30.777088
24,12,23.310523999999997
24,13,22.119304999999997
24,14,19.334934
24,15,27.821679
24,16,30.012586
24,17,21.865494
24,18,18.595722
24,19,34.781040000000004
24,20,21.606123999999998
24,21,17.188865
24,22,29.144944
24,23,12.630239
24,24,24.39505
29,0,26.609987
29,1,52.66285
29,2,21.705243
29,3,13.227592000000001
29,4,1808.383014
29,5,20.972224
29,6,23.293742
29,7,10.634921
29,8,16.724341
29,9,12.886819000000001
29,10,20.27966
29,11,21.030835999999997
29,12,12.616096
29,13,17.060292999999998
29,14,11.662957
29,15,12.441997
29,16,8.943555
29,17,17.698943
29,18,9.001713
29,19,14.583357000000001
29,20,10.300971
29,21,9.709389
29,22,15.592672
29,23,10.31347
29,24,12.956116
30,0,15.580804999999998
30,1,10.620666
30,2,10.975525
30,3,12.234194
30,4,34.377176
30,5,10.080948
30,6,7.527083
30,7,16.026775
30,8,11.967176
30,9,9.380408000000001
30,10,10.238952000000001
30,11,67.142319
30,12,6.80733
30,13,9.253101
30,14,8.119029
30,15,14.949554000000001
30,16,13.454260999999999
30,17,7.844930000000001
30,18,11.849912
30,19,16.03622
30,20,8.971053
30,21,9.095783
30,22,12.477037
30,23,8.83751
30,24,5.196086
53,0,96.534449
53,1,48.301621999999995
53,2,82.69854699999999
53,3,26.530459000000004
53,4,51.249878
53,5,185.675291
53,6,34.986531
53,7,25.565142
53,8,18.817097
53,9,30.066537
53,10,107.062044
53,11,46.850328999999995
53,12,17.617245
53,13,74.116609
53,14,17.465477
53,15,181.332379
53,16,24.206618
53,17,18.968956
53,18,20.954435999999998
53,19,19.560154
53,20,24.407623
53,21,26.336797999999998
53,22,68.487071
53,23,47.148223
53,24,17.212847
32,0,31.855930999999998
32,1,15.75196
32,2,22.58952
32,3,14.486543
32,4,21.731319
32,5,12.707659
32,6,14.854045000000001
32,7,12.366273
32,8,13.817417
32,9,13.606314000000001
32,10,11.459946
32,11,15.600021
32,12,13.677110999999998
32,13,13.487638
32,14,13.669402
32,15,18.69826
32,16,9.643786
32,17,11.892750999999999
32,18,10.569028
32,19,8.6293
32,20,9.623612
32,21,8.195871
32,22,12.404139
32,23,8.584916999999999
32,24,10.587612
31,0,65.83041300000001
31,1,40.276039000000004
31,2,25.744526999999998
31,3,19.926856
31,4,16.610057
31,5,12.288205
31,6,11.408592
31,7,20.566268
31,8,8.184677
31,9,20.694055
31,10,17.213109
31,11,29.369577000000003
31,12,16.150402
31,13,24.942298
31,14,23.54761
31,15,51.075151
31,16,8.230659
31,17,17.258192
31,18,26.806283
31,19,15.320903
31,20,25.064284
31,21,21.566457999999997
31,22,16.43967
31,23,9.668768
31,24,36.903748
36,0,65.16259699999999
36,1,39.386136
36,2,41.05741
36,3,13.836714
36,4,21.913037
36,5,12.241202000000001
36,6,17.555851999999998
36,7,20.538131
36,8,16.428147
36,9,51.156915000000005
36,10,11.481452
36,11,43.494678
36,12,28.263337
36,13,14.369031
36,14,15.609433
36,15,15.037882000000002
36,16,21.28849
36,17,10.638578
36,18,23.884939000000003
36,19,14.109760000000001
36,20,10.810894000000001
36,21,19.573514000000003
36,22,14.265156
36,23,23.756892999999998
36,24,23.453332
33,0,36.95803
33,1,21.754051999999998
33,2,15.973263000000001
33,3,17.573836
33,4,13.929260999999999
33,5,19.561999
33,6,17.719601
33,7,15.886247000000001
33,8,11.005022
33,9,32.158293
33,10,13.850753
33,11,13.622945999999999
33,12,11.364756
33,13,13.106126
33,14,10.873629
33,15,11.037643
33,16,15.974467
33,17,12.801381
33,18,12.933677000000001
33,19,10.555543
33,20,13.991073000000002
33,21,9.604830999999999
33,22,12.271252
33,23,13.454316
33,24,11.407558
35,0,32.521029
35,1,31.252944
35,2,23.977972
35,3,35.647151
35,4,20.082075
35,5,19.665596
35,6,27.86522
35,7,33.039848
35,8,21.214779999999998
35,9,28.499197
35,10,33.318588
35,11,27.521477
35,12,20.134744
35,13,26.256047
35,14,13.060147
35,15,21.06298
35,16,17.986898999999998
35,17,23.464448
35,18,20.166604
35,19,11.950296
35,20,11.483196000000001
35,21,15.865223
35,22,19.411181
35,23,17.630628
35,24,21.814997
42,0,43.747488
42,1,59.064634999999996
42,2,29.378578000000005
42,3,52.148489
42,4,40.536426
42,5,41.361421
42,6,23.269458
42,7,55.455681000000006
42,8,36.723141999999996
42,9,41.988921000000005
42,10,29.946268
42,11,22.798989000000002
42,12,14.070197
42,13,16.255828
42,14,37.624975
42,15,31.728199
42,16,28.135556
42,17,25.910459
42,18,22.784518
42,19,27.029006
42,20,61.178422999999995
42,21,27.689868
42,22,10.608531
42,23,17.096609
42,24,27.442686
37,0,20.232675
37,1,12.274629
37,2,14.849088
37,3,25.41925
37,4,13.925870999999999
37,5,24.241744
37,6,16.890734
37,7,32.82557
37,8,38.467684000000006
37,9,16.348509
37,10,15.278128
37,11,21.05321
37,12,18.390657
37,13,17.459808
37,14,9.364924
37,15,13.410974
37,16,30.985084999999998
37,17,12.941881
37,18,32.878375
37,19,19.279853
37,20,10.96338
37,21,17.032215
37,22,19.146867
37,23,8.839845
37,24,12.087503
48,0,34.662585
48,1,29.097234000000004
48,2,28.627374
48,3,22.719031
48,4,91.57118
48,5,21.672565
48,6,20.987501
48,7,20.843123000000002
48,8,13.712059
48,9,13.186619
48,10,14.205414000000001
48,11,19.276266
48,12,13.096589999999999
48,13,9.103784
48,14,11.448433999999999
48,15,22.398187
48,16,13.896970999999999
48,17,14.953215
48,18,23.561239
48,19,466.092549
48,20,25.243257
48,21,16.629716000000002
48,22,12.033607
48,23,11.750245
48,24,10.535949
34,0,31.516438
34,1,24.426534
34,2,48.423497
34,3,19.768503
34,4,17.979031
34,5,13.910324
34,6,6.638344
34,7,8.595889
34,8,18.666196
34,9,12.986958
34,10,11.402007000000001
34,11,12.782076
34,12,10.445437
34,13,10.586244
34,14,19.263682
34,15,19.244485
34,16,4.463341000000001
34,17,3.607037
34,18,5.974627
34,19,6.779942999999999
34,20,4.557836
34,21,16.321756
34,22,6.578416000000001
34,23,3.010853
34,24,12.733686
52,0,23.005323
52,1,6.26905
52,2,14.798551000000002
52,3,20.852438
52,4,134.825932
52,5,21.821122
52,6,20.016585
52,7,22.698435999999997
52,8,38.719363
52,9,163.932401
52,10,49.266036
52,11,25.722518
52,12,8.554388000000001
52,13,121.72888600000002
52,14,7.797861
52,15,9.929914
52,16,15.349611999999999
52,17,120.87755
52,18,92.064702
52,19,9.411088000000001
52,20,9.248579
52,21,7.547671
52,22,24.378547
52,23,21.251967999999998
52,24,7.536447
43,0,71.110514
43,1,78.27453299999999
43,2,58.071996999999996
43,3,70.432773
43,4,43.399436
43,5,49.433245
43,6,16.998767
43,7,9.069321
43,8,36.365934
43,9,8.498906
43,10,38.135987
43,11,4.614466999999999
43,12,7.503837
43,13,7.7445580000000005
43,14,10.105855
43,15,4.65859
43,16,23.284167999999998
43,17,11.420192
43,18,9.140715
43,19,10.455388000000001
43,20,6.8339360000000005
43,21,6.188551
43,22,10.884452
43,23,10.312593
43,24,4.6063339999999995
44,0,23.867163
44,1,25.512953
44,2,26.693577
44,3,19.754269
44,4,21.282064000000002
44,5,25.3062
44,6,18.009898
44,7,27.766315000000002
44,8,19.883762
44,9,30.168190999999997
44,10,31.670192999999998
44,11,16.65
44,12,46.499122
44,13,22.155502
44,14,23.224469
44,15,23.017692999999998
44,16,37.826625
44,17,25.907467
44,18,52.630993999999994
44,19,32.733258
44,20,12.876364
44,21,18.113895
44,22,18.434148
44,23,19.902493
44,24,14.398088000000001
38,0,64.744743
38,1,18.381401
38,2,18.292299
38,3,11.291874
38,4,8.86694
38,5,16.985545000000002
38,6,10.547091
38,7,18.218137
38,8,9.360855
38,9,13.986759
38,10,12.057939999999999
38,11,16.031117000000002
38,12,12.020627000000001
38,13,21.420526000000002
38,14,28.441003000000002
38,15,17.565722
38,16,11.728432000000002
38,17,18.339007000000002
38,18,13.062101
38,19,11.237849
38,20,15.406366
38,21,12.820122
38,22,11.113318
38,23,8.713231
38,24,8.482655000000001
40,0,12.070127000000001
40,1,16.828785
40,2,13.190287
40,3,17.555424
40,4,13.826251000000001
40,5,22.207624
40,6,8.82005
40,7,19.381385
40,8,17.414272
40,9,16.907416
40,10,19.307782
40,11,22.840763
40,12,34.060424
40,13,10.446814999999999
40,14,14.076306
40,15,14.103707
40,16,18.577092999999998
40,17,20.056029000000002
40,18,15.470969
40,19,12.403474000000001
40,20,11.660963
40,21,15.145284
40,22,57.690918
40,23,7.523009
40,24,12.786909
55,0,90.262999
55,1,80.540362
55,2,101.666476
55,3,44.414295
55,4,96.00480400000001
55,5,66.748354
55,6,60.637678
55,7,36.985709
55,8,44.465154999999996
55,9,96.171334
55,10,57.319382
55,11,26.047931
55,12,14.720618
55,13,35.720104
55,14,46.822075
55,15,10.886632
55,16,39.404832
55,17,13.587924
55,18,21.397503
55,19,35.898855
55,20,10.906276
55,21,18.444846
55,22,9.130367999999999
55,23,7.930497999999999
55,24,13.591282999999999
45,0,37.440153
45,1,21.902818
45,2,25.447029
45,3,16.982454999999998
45,4,10.873286
45,5,14.321638
45,6,22.149608999999998
45,7,24.764658999999998
45,8,19.198970000000003
45,9,23.337766000000002
45,10,14.808727
45,11,14.08508
45,12,18.141897
45,13,18.109346
45,14,26.265667999999998
45,15,15.235076999999999
45,16,25.43723
45,17,20.78745
45,18,13.643583999999999
45,19,18.440753
45,20,10.105015
45,21,18.848062
45,22,18.049811
45,23,13.135299
45,24,15.061485999999999
39,0,23.006283
39,1,31.611195000000002
39,2,21.054045000000002
39,3,14.303010999999998
39,4,16.409225
39,5,13.376686999999999
39,6,18.701103
39,7,9.105025999999999
39,8,10.018042
39,9,34.212238
39,10,15.965064000000002
39,11,13.635522
39,12,12.60218
39,13,11.776079
39,14,10.627103
39,15,12.261133000000001
39,16,11.300498
39,17,20.796362
39,18,10.684248
39,19,10.082121
39,20,10.034449
39,21,12.206364
39,22,8.623755000000001
39,23,10.123845
39,24,11.344036000000001
58,0,79.928622
58,1,74.418835
58,2,59.279883
58,3,25.568628
58,4,64.12199
58,5,38.316331
58,6,39.447247
58,7,87.536215
58,8,117.10513999999999
58,9,182.93000800000002
58,10,111.126751
58,11,158.657486
58,12,54.491273
58,13,188.719049
58,14,45.980533
58,15,44.511210999999996
58,16,154.438705
58,17,76.29768100000001
58,18,160.687847
58,19,93.444175
58,20,126.763471
58,21,130.356969
58,22,149.80016799999999
58,23,91.51445600000001
58,24,97.056448
54,0,75.85458
54,1,82.423497
54,2,66.53048299999999
54,3,50.853889
54,4,43.778874
54,5,49.204567
54,6,14.113183
54,7,66.945417
54,8,22.276495
54,9,39.949289
54,10,50.727733
54,11,29.787983
54,12,27.216955
54,13,15.653015
54,14,29.834701000000003
54,15,19.426636
54,16,24.768670999999998
54,17,26.273684000000003
54,18,44.774708000000004
54,19,14.538088
54,20,25.932743
54,21,25.510431
54,22,34.159214
54,23,45.456406
54,24,15.628464000000001
46,0,21.747776
46,1,22.148057
46,2,18.596888
46,3,14.531092999999998
46,4,25.02879
46,5,11.525449
46,6,17.316088
46,7,14.177836
46,8,24.304766
46,9,17.959141
46,10,13.843132999999998
46,11,14.800181
46,12,12.834042
46,13,15.481442999999999
46,14,17.696723000000002
46,15,13.782384
46,16,25.352719
46,17,14.570476999999999
46,18,13.589070999999999
46,19,28.411487
46,20,16.43587
46,21,9.947754
46,22,10.03984
46,23,9.198682000000002
46,24,17.30911
56,0,68.96120400000001
56,1,25.98338
56,2,29.074295000000003
56,3,20.682228
56,4,27.809413
56,5,29.090359000000003
56,6,32.121919
56,7,29.329494
56,8,62.515693999999996
56,9,72.834936
56,10,49.340338
56,11,36.040517
56,12,67.125111
56,13,30.411513
56,14,329.349007
56,15,116.203325
56,16,52.681771999999995
56,17,59.36796
56,18,62.513406
56,19,45.477818
56,20,18.585783
56,21,82.626271
56,22,28.896155
56,23,24.4477
56,24,65.387535
41,0,20.387257
41,1,23.534603
41,2,7.721242
41,3,9.765409
41,4,54.10161
41,5,9.333022999999999
41,6,21.84064
41,7,9.598326
41,8,8.017884
41,9,8.117696
41,10,7.645859
41,11,8.956611
41,12,5.831593
41,13,5.668857
41,14,5.9200230000000005
41,15,6.233854
41,16,7.654224
41,17,9.380989999999999
41,18,28.171822
41,19,22.367572
41,20,3.0429880000000002
41,21,11.385774000000001
41,22,8.100885
41,23,8.027714
41,24,5.3143839999999996
51,0,65.269953
51,1,32.261804999999995
51,2,16.259162
51,3,28.214615000000002
51,4,22.741297
51,5,49.08783
51,6,17.69248
51,7,24.723491
51,8,13.437279
51,9,73.165785
51,10,18.690151999999998
51,11,32.149057
51,12,30.735411
51,13,12.837257000000001
51,14,13.648817000000001
51,15,17.344276
51,16,13.503688
51,17,8.842934
51,18,17.486477999999998
51,19,11.903547999999999
51,20,15.161326999999998
51,21,11.831157000000001
51,22,18.085871
51,23,16.65997
51,24,21.577544
50,0,29.6037
50,1,18.700374
50,2,12.952917999999999
50,3,16.637615
50,4,36.653683
50,5,22.911344
50,6,23.458654
50,7,13.251660000000001
50,8,28.739725
50,9,24.563626
50,10,33.247396
50,11,21.259757999999998
50,12,19.343096
50,13,12.792802
50,14,45.582707
50,15,31.656178000000004
50,16,28.834611
50,17,17.618338
50,18,30.782052
50,19,14.122773
50,20,13.448070000000001
50,21,24.529567999999998
50,22,36.315365
50,23,16.42083
50,24,27.112953000000005
47,0,19.513393
47,1,27.464484999999996
47,2,22.915906
47,3,16.279449
47,4,10.750318
47,5,11.893123
47,6,9.706703
47,7,20.472951000000002
47,8,14.808588
47,9,12.16638
47,10,18.290648
47,11,11.759277
47,12,7.245832000000001
47,13,13.097767
47,14,9.542591999999999
47,15,5.3208519999999995
47,16,10.463561
47,17,10.188105
47,18,13.055375
47,19,5.144496
47,20,6.37359
47,21,6.0456900000000005
47,22,13.833682999999999
47,23,6.79714
47,24,8.548314999999999
