,,p_value
BART,__REFERENCE__,7.830104e-06
onmt_pg,__REFERENCE__,0.04038396
__REFERENCE__,seneca,0.001628799
BART,abssentrw,1.088941e-14
onmt_pg,abssentrw,2.180926e-09
abssentrw,seneca,0.4678514
BART,onmt_pg,0.001584065
BART,seneca,1.672924e-09
onmt_pg,seneca,3.541709e-08
__REFERENCE__,abssentrw,0.02213719
BART,__REFERENCE__,1.456478e-06
__REFERENCE__,onmt_pg,0.1405622
__REFERENCE__,seneca,0.001473911
BART,abssentrw,5.251337e-11
onmt_pg,abssentrw,0.001213344
abssentrw,seneca,0.1087957
BART,onmt_pg,2.10341e-05
BART,seneca,9.466568e-12
onmt_pg,seneca,9.139698e-06
__REFERENCE__,abssentrw,0.1347255
BART,__REFERENCE__,1.568387e-09
onmt_pg,__REFERENCE__,0.03174934
__REFERENCE__,seneca,1.496068e-05
BART,abssentrw,1.200012e-14
onmt_pg,abssentrw,0.001596446
abssentrw,seneca,0.01095658
BART,onmt_pg,0.0001061222
BART,seneca,3.332746e-18
onmt_pg,seneca,9.80533e-10
__REFERENCE__,abssentrw,0.1165917
BART,__REFERENCE__,6.487242e-05
__REFERENCE__,onmt_pg,0.05161778
__REFERENCE__,seneca,3.249322e-05
BART,abssentrw,8.609171e-08
onmt_pg,abssentrw,0.001004553
abssentrw,seneca,0.02386411
BART,onmt_pg,0.01163952
BART,seneca,1.52518e-14
onmt_pg,seneca,7.771727e-09
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,0.3046992
BART,__REFERENCE__,8.795482e-08
onmt_pg,__REFERENCE__,0.000154164
__REFERENCE__,seneca,0.0005102717
BART,abssentrw,1.452608e-08
onmt_pg,abssentrw,1.304668e-06
abssentrw,seneca,0.01290937
BART,onmt_pg,0.05944117
BART,seneca,2.087474e-17
onmt_pg,seneca,7.907319e-11
__REFERENCE__,abssentrw,0.2925996
BART,__REFERENCE__,1.528692e-08
onmt_pg,__REFERENCE__,0.007681093
__REFERENCE__,seneca,0.000532638
BART,abssentrw,3.617503e-08
abssentrw,onmt_pg,0.09969972
abssentrw,seneca,5.680063e-06
BART,onmt_pg,4.658089e-05
BART,seneca,1.33552e-15
onmt_pg,seneca,4.439041e-11
__REFERENCE__,abssentrw,0.04290275
BART,__REFERENCE__,3.767946e-05
onmt_pg,__REFERENCE__,0.001759622
__REFERENCE__,seneca,6.85679e-06
BART,abssentrw,3.985508e-09
onmt_pg,abssentrw,1.248118e-07
abssentrw,seneca,0.02039815
BART,onmt_pg,0.3928195
BART,seneca,1.403868e-15
onmt_pg,seneca,1.216254e-11
__REFERENCE__,abssentrw,0.1949446
BART,__REFERENCE__,1.972347e-07
onmt_pg,__REFERENCE__,0.007662247
__REFERENCE__,seneca,0.002091751
BART,abssentrw,5.843737e-09
onmt_pg,abssentrw,4.090118e-05
abssentrw,seneca,0.07514644
BART,onmt_pg,0.005961822
BART,seneca,2.243915e-16
onmt_pg,seneca,4.98022e-08
__REFERENCE__,abssentrw,0.4460814
BART,__REFERENCE__,0.03024307
__REFERENCE__,onmt_pg,0.2547858
__REFERENCE__,seneca,1.370774e-07
BART,abssentrw,0.01028993
onmt_pg,abssentrw,0.04668318
abssentrw,seneca,0.0002801327
BART,onmt_pg,0.1648754
BART,seneca,1.153999e-13
onmt_pg,seneca,6.012239e-13
__REFERENCE__,abssentrw,0.5187529
BART,__REFERENCE__,7.077534e-05
onmt_pg,__REFERENCE__,0.009594075
__REFERENCE__,seneca,3.993422e-05
BART,abssentrw,2.786355e-05
onmt_pg,abssentrw,0.007862564
abssentrw,seneca,0.0005261966
BART,onmt_pg,0.02001816
BART,seneca,7.235206e-15
onmt_pg,seneca,3.36369e-08
__REFERENCE__,abssentrw,0.7461926
BART,__REFERENCE__,4.529255e-05
onmt_pg,__REFERENCE__,0.02904948
__REFERENCE__,seneca,0.005783486
BART,abssentrw,2.426017e-08
onmt_pg,abssentrw,0.004428183
abssentrw,seneca,0.01082519
BART,onmt_pg,0.01105118
BART,seneca,7.588855e-12
onmt_pg,seneca,8.038683e-07
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,0.8176259
BART,__REFERENCE__,8.254723e-08
onmt_pg,__REFERENCE__,2.333681e-05
__REFERENCE__,seneca,0.02542397
BART,abssentrw,6.502841e-07
onmt_pg,abssentrw,0.0001564706
abssentrw,seneca,0.06129212
BART,onmt_pg,0.04202327
BART,seneca,3.38384e-14
onmt_pg,seneca,1.187506e-08
__REFERENCE__,abssentrw,0.417303
BART,__REFERENCE__,2.053055e-08
onmt_pg,__REFERENCE__,0.001907188
__REFERENCE__,seneca,0.002859352
BART,abssentrw,3.039688e-07
onmt_pg,abssentrw,0.0002240697
abssentrw,seneca,0.07462686
BART,onmt_pg,0.005243938
BART,seneca,8.879737e-13
onmt_pg,seneca,1.906438e-07
__REFERENCE__,abssentrw,0.5934136
BART,__REFERENCE__,8.715197e-10
onmt_pg,__REFERENCE__,0.0001353671
__REFERENCE__,seneca,0.001870928
BART,abssentrw,4.373977e-07
onmt_pg,abssentrw,0.0002203485
abssentrw,seneca,0.0005387719
BART,onmt_pg,0.03031664
BART,seneca,2.868779e-24
onmt_pg,seneca,1.438707e-14
__REFERENCE__,abssentrw,0.01403038
BART,__REFERENCE__,1.932314e-05
onmt_pg,__REFERENCE__,0.0008807336
__REFERENCE__,seneca,4.871988e-06
BART,abssentrw,5.094907e-12
onmt_pg,abssentrw,1.252987e-09
abssentrw,seneca,0.001798608
BART,onmt_pg,0.07930444
BART,seneca,2.926061e-18
onmt_pg,seneca,1.043312e-13
__REFERENCE__,abssentrw,0.02665738
BART,__REFERENCE__,1.382133e-08
onmt_pg,__REFERENCE__,0.008798041
__REFERENCE__,seneca,0.0001920793
BART,abssentrw,1.450908e-14
onmt_pg,abssentrw,6.454657e-07
abssentrw,seneca,0.02733857
BART,onmt_pg,0.004421395
BART,seneca,3.655647e-13
onmt_pg,seneca,1.468756e-10
__REFERENCE__,abssentrw,0.9535416
BART,__REFERENCE__,1.321255e-07
onmt_pg,__REFERENCE__,0.03466444
__REFERENCE__,seneca,0.0002183536
BART,abssentrw,3.010008e-08
onmt_pg,abssentrw,0.01380767
abssentrw,seneca,0.0005043258
BART,onmt_pg,0.0001484724
BART,seneca,2.576703e-18
onmt_pg,seneca,7.766501e-07
__REFERENCE__,abssentrw,0.05259139
BART,__REFERENCE__,5.86187e-07
onmt_pg,__REFERENCE__,0.0205777
__REFERENCE__,seneca,0.002865654
BART,abssentrw,1.070261e-10
onmt_pg,abssentrw,0.0002396488
abssentrw,seneca,0.085685
BART,onmt_pg,0.01838846
BART,seneca,1.218499e-16
onmt_pg,seneca,1.020368e-05
__REFERENCE__,abssentrw,0.311802
BART,__REFERENCE__,0.00191133
__REFERENCE__,onmt_pg,0.3137528
