,,p_value
BART,abssentrw,0.0003635418
abssentrw,onmt_pg,0.05924903
abssentrw,seneca,0.03857779
BART,onmt_pg,0.09113086
BART,seneca,4.771057e-09
onmt_pg,seneca,0.001505695
__REFERENCE__,abssentrw,0.8322239
BART,__REFERENCE__,0.002314669
__REFERENCE__,onmt_pg,0.05418101
__REFERENCE__,seneca,7.420712e-05
BART,abssentrw,0.0130807
abssentrw,onmt_pg,0.1081479
abssentrw,seneca,0.002337035
BART,onmt_pg,0.2276458
BART,seneca,2.140379e-09
onmt_pg,seneca,4.028853e-08
__REFERENCE__,abssentrw,0.9566038
BART,__REFERENCE__,0.01222595
onmt_pg,__REFERENCE__,0.00169262
__REFERENCE__,seneca,0.08655849
abssentrw,BART,0.06088496
onmt_pg,abssentrw,0.004359054
abssentrw,seneca,0.08471094
BART,onmt_pg,0.6793697
BART,seneca,0.004785994
onmt_pg,seneca,8.393466e-06
__REFERENCE__,abssentrw,0.4257713
BART,__REFERENCE__,0.0002688546
__REFERENCE__,onmt_pg,0.4144573
__REFERENCE__,seneca,4.709343e-07
BART,abssentrw,2.191146e-05
abssentrw,onmt_pg,0.1014803
abssentrw,seneca,0.0001963389
BART,onmt_pg,0.01257625
BART,seneca,3.194274e-15
onmt_pg,seneca,3.284875e-06
__REFERENCE__,abssentrw,0.4712698
BART,__REFERENCE__,0.0002988648
__REFERENCE__,onmt_pg,0.6740964
__REFERENCE__,seneca,0.0006106641
BART,abssentrw,0.0005729596
abssentrw,onmt_pg,0.2378987
abssentrw,seneca,0.02877717
BART,onmt_pg,0.008335353
BART,seneca,7.317344e-14
onmt_pg,seneca,0.002098856
__REFERENCE__,abssentrw,0.01289717
BART,__REFERENCE__,0.009334868
__REFERENCE__,onmt_pg,0.9968881
__REFERENCE__,seneca,0.0002970613
BART,abssentrw,5.802342e-07
onmt_pg,abssentrw,0.006649306
abssentrw,seneca,0.7610522
BART,onmt_pg,0.003174724
BART,seneca,1.148783e-08
onmt_pg,seneca,0.0001463764
__REFERENCE__,abssentrw,0.3641839
BART,__REFERENCE__,0.03035029
__REFERENCE__,onmt_pg,0.2783169
__REFERENCE__,seneca,0.01593943
BART,abssentrw,1.860883e-05
onmt_pg,abssentrw,0.02783622
abssentrw,seneca,0.02876204
BART,onmt_pg,0.09776183
BART,seneca,2.073119e-11
onmt_pg,seneca,0.0001116946
__REFERENCE__,abssentrw,0.04193215
BART,__REFERENCE__,0.0002487758
__REFERENCE__,onmt_pg,0.06142493
__REFERENCE__,seneca,0.04765621
BART,abssentrw,6.782985e-10
onmt_pg,abssentrw,6.465531e-05
abssentrw,seneca,0.7900276
BART,onmt_pg,0.02609222
BART,seneca,1.335451e-08
onmt_pg,seneca,4.720442e-05
__REFERENCE__,abssentrw,0.9106339
BART,__REFERENCE__,3.556846e-05
onmt_pg,__REFERENCE__,0.01696195
__REFERENCE__,seneca,0.07181531
BART,abssentrw,0.0002726067
onmt_pg,abssentrw,0.03812622
abssentrw,seneca,0.05196053
BART,onmt_pg,0.02880709
BART,seneca,3.769162e-10
onmt_pg,seneca,1.676935e-06
__REFERENCE__,abssentrw,0.30356
BART,__REFERENCE__,0.0001452901
__REFERENCE__,onmt_pg,0.06053791
__REFERENCE__,seneca,0.0003639565
BART,abssentrw,0.002947086
abssentrw,onmt_pg,0.3214044
abssentrw,seneca,7.582194e-05
BART,onmt_pg,0.05258411
BART,seneca,1.557717e-10
onmt_pg,seneca,2.676248e-07
__REFERENCE__,abssentrw,0.3487085
BART,__REFERENCE__,4.648205e-05
__REFERENCE__,onmt_pg,0.5107283
__REFERENCE__,seneca,0.04688181
BART,abssentrw,9.252725e-05
abssentrw,onmt_pg,0.07303976
abssentrw,seneca,0.4129178
BART,onmt_pg,0.003257335
BART,seneca,7.584669e-08
onmt_pg,seneca,0.02799784
__REFERENCE__,abssentrw,0.6599732
BART,__REFERENCE__,0.001535794
__REFERENCE__,onmt_pg,0.1425982
__REFERENCE__,seneca,0.0002200358
BART,abssentrw,0.0001571024
abssentrw,onmt_pg,0.09619506
abssentrw,seneca,0.0001949365
BART,onmt_pg,0.02023408
BART,seneca,3.841955e-18
onmt_pg,seneca,9.900353e-10
__REFERENCE__,abssentrw,0.5758726
BART,__REFERENCE__,0.0001394607
__REFERENCE__,onmt_pg,0.0549743
__REFERENCE__,seneca,3.89901e-05
BART,abssentrw,0.0001659158
onmt_pg,abssentrw,0.00513317
abssentrw,seneca,0.005024631
BART,onmt_pg,0.149925
BART,seneca,1.391626e-13
onmt_pg,seneca,1.55183e-07
__REFERENCE__,abssentrw,0.04648054
BART,__REFERENCE__,0.0002849798
onmt_pg,__REFERENCE__,0.0289092
__REFERENCE__,seneca,0.07678754
BART,abssentrw,9.781786e-09
onmt_pg,abssentrw,6.034322e-06
abssentrw,seneca,0.7572856
BART,onmt_pg,0.0690797
BART,seneca,1.230279e-06
onmt_pg,seneca,5.959819e-05
__REFERENCE__,abssentrw,0.549706
BART,__REFERENCE__,7.402677e-06
__REFERENCE__,onmt_pg,0.05206166
__REFERENCE__,seneca,0.02292819
BART,abssentrw,9.513452e-06
onmt_pg,abssentrw,0.03756994
abssentrw,seneca,0.2169153
BART,onmt_pg,0.002201512
BART,seneca,4.308361e-11
onmt_pg,seneca,2.841964e-05
__REFERENCE__,abssentrw,0.7245089
BART,__REFERENCE__,5.925874e-06
onmt_pg,__REFERENCE__,0.007652311
__REFERENCE__,seneca,0.02147486
BART,abssentrw,2.066013e-07
onmt_pg,abssentrw,0.01730905
abssentrw,seneca,0.0008205464
BART,onmt_pg,0.0116408
BART,seneca,4.786653e-11
onmt_pg,seneca,2.179456e-08
__REFERENCE__,abssentrw,0.6821601
BART,__REFERENCE__,7.7217e-06
onmt_pg,__REFERENCE__,0.01478507
__REFERENCE__,seneca,0.008250988
BART,abssentrw,2.815733e-06
onmt_pg,abssentrw,0.0006880377
abssentrw,seneca,0.03496587
BART,onmt_pg,0.09757051
BART,seneca,6.776218e-10
onmt_pg,seneca,2.358992e-06
__REFERENCE__,abssentrw,0.9182799
BART,__REFERENCE__,0.00563241
onmt_pg,__REFERENCE__,0.02777948
__REFERENCE__,seneca,0.005731134
BART,abssentrw,0.0114201
onmt_pg,abssentrw,0.009820964
abssentrw,seneca,0.009409166
BART,onmt_pg,0.6981684
BART,seneca,1.434629e-09
onmt_pg,seneca,8.671958e-08
__REFERENCE__,abssentrw,0.7601049
BART,__REFERENCE__,5.760164e-05
onmt_pg,__REFERENCE__,0.02793138
__REFERENCE__,seneca,0.0002919843
BART,abssentrw,0.0001962667
onmt_pg,abssentrw,0.02763659
abssentrw,seneca,0.0041507
BART,onmt_pg,0.07995458
BART,seneca,2.571978e-11
onmt_pg,seneca,6.293533e-10
__REFERENCE__,abssentrw,0.8322099
BART,__REFERENCE__,0.02820147
__REFERENCE__,onmt_pg,0.8888817
__REFERENCE__,seneca,4.084416e-06
abssentrw,BART,0.08604822
abssentrw,onmt_pg,0.9177111
abssentrw,seneca,1.012568e-05
BART,onmt_pg,0.04303881
BART,seneca,1.758588e-11
onmt_pg,seneca,2.2918e-06
__REFERENCE__,abssentrw,0.2960518
BART,__REFERENCE__,3.215078e-05
__REFERENCE__,onmt_pg,0.9908506
__REFERENCE__,seneca,0.0001157402
BART,abssentrw,5.04844e-06
abssentrw,onmt_pg,0.2249331
abssentrw,seneca,0.01500627
BART,onmt_pg,5.699035e-05
BART,seneca,3.482826e-17
onmt_pg,seneca,0.0002170057
__REFERENCE__,abssentrw,0.9581955
BART,__REFERENCE__,8.390293e-05
onmt_pg,__REFERENCE__,0.001103043
__REFERENCE__,seneca,0.00832614
BART,abssentrw,9.726942e-05
onmt_pg,abssentrw,0.0007547457
abssentrw,seneca,0.04520823
BART,onmt_pg,0.2582274
BART,seneca,2.207196e-07
onmt_pg,seneca,2.712295e-07
__REFERENCE__,abssentrw,0.7028312
BART,__REFERENCE__,0.007374125
onmt_pg,__REFERENCE__,0.0132228
__REFERENCE__,seneca,0.00185741
BART,abssentrw,0.001070312
onmt_pg,abssentrw,0.002102353
abssentrw,seneca,0.00486985
BART,onmt_pg,0.4302135
BART,seneca,3.671807e-11
onmt_pg,seneca,8.79413e-08
__REFERENCE__,abssentrw,0.5328736
BART,__REFERENCE__,1.234262e-05
__REFERENCE__,onmt_pg,0.1574015
__REFERENCE__,seneca,0.0008814561
BART,abssentrw,2.487677e-07
onmt_pg,abssentrw,0.03623996
abssentrw,seneca,0.001996777
BART,onmt_pg,0.003894405
BART,seneca,3.9521e-16
onmt_pg,seneca,1.283953e-05
__REFERENCE__,abssentrw,0.7277775
BART,__REFERENCE__,0.01797044
__REFERENCE__,onmt_pg,0.09272127
__REFERENCE__,seneca,0.001535741
BART,abssentrw,0.02023865
abssentrw,onmt_pg,0.06814202
abssentrw,seneca,0.03135949
BART,onmt_pg,0.6301013
BART,seneca,2.006278e-07
onmt_pg,seneca,0.0001397992
__REFERENCE__,abssentrw,0.0211798
BART,__REFERENCE__,0.0001091348
__REFERENCE__,onmt_pg,0.05249348
__REFERENCE__,seneca,0.0009744919
BART,abssentrw,1.400049e-06
onmt_pg,abssentrw,0.0001408758
abssentrw,seneca,0.8854333
BART,onmt_pg,0.06530892
BART,seneca,1.152442e-10
onmt_pg,seneca,1.717372e-06
__REFERENCE__,abssentrw,0.1660582
BART,__REFERENCE__,2.33263e-10
onmt_pg,__REFERENCE__,0.002926976
__REFERENCE__,seneca,0.008501918
BART,abssentrw,3.778238e-05
abssentrw,onmt_pg,0.1412642
abssentrw,seneca,0.0003565606
BART,onmt_pg,0.0009625963
BART,seneca,5.536939e-16
onmt_pg,seneca,1.011989e-06
__REFERENCE__,abssentrw,0.7590265
BART,__REFERENCE__,2.230837e-07
onmt_pg,__REFERENCE__,0.007027891
__REFERENCE__,seneca,0.02393145
BART,abssentrw,1.832557e-06
onmt_pg,abssentrw,0.008773457
abssentrw,seneca,0.08104426
BART,onmt_pg,0.0009353322
BART,seneca,2.98937e-10
onmt_pg,seneca,0.000186746
__REFERENCE__,abssentrw,0.7378782
BART,__REFERENCE__,2.5581e-05
__REFERENCE__,onmt_pg,0.3710388
__REFERENCE__,seneca,0.001036154
BART,abssentrw,0.0001957361
abssentrw,onmt_pg,0.3064183
abssentrw,seneca,0.00221044
BART,onmt_pg,0.01044613
BART,seneca,1.000767e-11
onmt_pg,seneca,0.0001420602
__REFERENCE__,abssentrw,0.03103116
BART,__REFERENCE__,0.000232245
__REFERENCE__,onmt_pg,0.3576382
__REFERENCE__,seneca,1.268891e-05
BART,abssentrw,1.908954e-06
onmt_pg,abssentrw,0.000851397
abssentrw,seneca,0.170335
BART,onmt_pg,0.03846499
BART,seneca,1.714817e-13
onmt_pg,seneca,9.582535e-05
__REFERENCE__,abssentrw,0.6884331
BART,__REFERENCE__,2.688321e-06
onmt_pg,__REFERENCE__,0.0009255604
__REFERENCE__,seneca,0.006994336
BART,abssentrw,2.022703e-07
onmt_pg,abssentrw,9.212684e-05
abssentrw,seneca,0.03634488
BART,onmt_pg,0.4137504
BART,seneca,5.552978e-11
onmt_pg,seneca,3.839831e-09
__REFERENCE__,abssentrw,0.6081002
BART,__REFERENCE__,5.872821e-07
onmt_pg,__REFERENCE__,3.648882e-05
__REFERENCE__,seneca,0.1506312
BART,abssentrw,6.739088e-06
onmt_pg,abssentrw,0.002731084
abssentrw,seneca,0.07092835
BART,onmt_pg,0.09854216
BART,seneca,5.657448e-09
onmt_pg,seneca,1.250434e-07
__REFERENCE__,abssentrw,0.1074184
BART,__REFERENCE__,0.01249526
__REFERENCE__,onmt_pg,0.6292902
__REFERENCE__,seneca,0.004269538
BART,abssentrw,0.001404488
onmt_pg,abssentrw,0.014297
abssentrw,seneca,0.271597
BART,onmt_pg,0.09120721
BART,seneca,9.020436e-09
onmt_pg,seneca,0.002277062
__REFERENCE__,abssentrw,0.06543252
__REFERENCE__,BART,0.2615107
__REFERENCE__,onmt_pg,0.2026142
__REFERENCE__,seneca,0.0001450676
BART,abssentrw,0.005931241
onmt_pg,abssentrw,0.0007091803
abssentrw,seneca,0.09085409
BART,onmt_pg,0.9799104
BART,seneca,1.766319e-07
onmt_pg,seneca,3.166284e-07
__REFERENCE__,abssentrw,0.5843919
BART,__REFERENCE__,0.04289556
onmt_pg,__REFERENCE__,0.0422571
__REFERENCE__,seneca,0.0005890034
abssentrw,BART,0.1944701
abssentrw,onmt_pg,0.10069
abssentrw,seneca,0.002165258
BART,onmt_pg,0.8440575
BART,seneca,1.395443e-06
onmt_pg,seneca,3.244108e-05
__REFERENCE__,abssentrw,0.5303725
BART,__REFERENCE__,4.157358e-07
onmt_pg,__REFERENCE__,0.002371672
__REFERENCE__,seneca,0.01481413
BART,abssentrw,6.652202e-07
onmt_pg,abssentrw,0.0004896513
abssentrw,seneca,0.1713388
BART,onmt_pg,0.1160389
BART,seneca,1.65123e-11
onmt_pg,seneca,3.033023e-05
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,0.494019
BART,__REFERENCE__,0.0001567206
onmt_pg,__REFERENCE__,0.03737312
__REFERENCE__,seneca,0.04203621
BART,abssentrw,0.0002273474
onmt_pg,abssentrw,0.01229769
abssentrw,seneca,0.3592597
BART,onmt_pg,0.2456181
BART,seneca,3.067262e-08
onmt_pg,seneca,0.0007592781
__REFERENCE__,abssentrw,0.5123192
BART,__REFERENCE__,4.612193e-06
onmt_pg,__REFERENCE__,0.009264425
__REFERENCE__,seneca,0.01839221
BART,abssentrw,1.477782e-05
onmt_pg,abssentrw,0.004011392
abssentrw,seneca,0.1263415
BART,onmt_pg,0.03067464
BART,seneca,1.399623e-09
onmt_pg,seneca,2.453285e-05
__REFERENCE__,abssentrw,0.5330966
BART,__REFERENCE__,1.450355e-05
onmt_pg,__REFERENCE__,0.004411098
__REFERENCE__,seneca,0.04170915
BART,abssentrw,0.001257965
onmt_pg,abssentrw,0.02927472
abssentrw,seneca,0.000699348
BART,onmt_pg,0.207253
BART,seneca,4.728723e-11
onmt_pg,seneca,1.128941e-08
__REFERENCE__,abssentrw,0.4749113
BART,__REFERENCE__,0.001615126
__REFERENCE__,onmt_pg,0.2030653
__REFERENCE__,seneca,0.005118283
BART,abssentrw,0.005003664
onmt_pg,abssentrw,0.02796885
abssentrw,seneca,0.1656753
BART,onmt_pg,0.1078055
BART,seneca,3.501505e-09
onmt_pg,seneca,8.517029e-06
__REFERENCE__,abssentrw,0.6936849
BART,__REFERENCE__,0.00494244
onmt_pg,__REFERENCE__,0.01783458
__REFERENCE__,seneca,0.004685022
BART,abssentrw,0.001702309
onmt_pg,abssentrw,0.0009855786
abssentrw,seneca,0.01458909
BART,onmt_pg,0.9028418
BART,seneca,2.335602e-10
onmt_pg,seneca,4.005147e-06
__REFERENCE__,abssentrw,0.3775134
BART,__REFERENCE__,0.0005471382
__REFERENCE__,onmt_pg,0.4956757
__REFERENCE__,seneca,0.0007974708
BART,abssentrw,0.0001674514
abssentrw,onmt_pg,0.09853104
abssentrw,seneca,0.02911615
BART,onmt_pg,0.01393446
BART,seneca,2.143048e-08
onmt_pg,seneca,0.001261389
__REFERENCE__,abssentrw,0.5145162
BART,__REFERENCE__,0.01745799
onmt_pg,__REFERENCE__,0.004917806
__REFERENCE__,seneca,0.03822993
BART,abssentrw,0.003688764
onmt_pg,abssentrw,0.0002891764
abssentrw,seneca,0.1264895
BART,onmt_pg,0.7405891
BART,seneca,4.46266e-06
onmt_pg,seneca,2.990636e-06
__REFERENCE__,abssentrw,0.5776168
BART,__REFERENCE__,0.006014391
onmt_pg,__REFERENCE__,0.009767694
__REFERENCE__,seneca,0.06348398
BART,abssentrw,0.006460039
onmt_pg,abssentrw,0.00378261
abssentrw,seneca,0.175586
BART,onmt_pg,0.5409147
BART,seneca,2.368159e-05
onmt_pg,seneca,0.0002192449
__REFERENCE__,abssentrw,0.7766005
BART,__REFERENCE__,6.374973e-05
onmt_pg,__REFERENCE__,0.003077013
__REFERENCE__,seneca,0.0419649
BART,abssentrw,0.001652531
onmt_pg,abssentrw,0.004039889
abssentrw,seneca,0.06739076
BART,onmt_pg,0.2454825
BART,seneca,6.926294e-09
onmt_pg,seneca,1.650111e-05
__REFERENCE__,abssentrw,0.7994048
BART,__REFERENCE__,4.832417e-05
onmt_pg,__REFERENCE__,0.01471736
__REFERENCE__,seneca,8.147541e-06
BART,abssentrw,3.501006e-06
onmt_pg,abssentrw,0.01978437
abssentrw,seneca,0.003713658
BART,onmt_pg,0.1924056
BART,seneca,1.171257e-13
onmt_pg,seneca,8.027603e-09
__REFERENCE__,abssentrw,0.9674303
BART,__REFERENCE__,0.0006138893
__REFERENCE__,onmt_pg,0.06059134
__REFERENCE__,seneca,6.484766e-05
BART,abssentrw,0.0004861759
abssentrw,onmt_pg,0.05237748
abssentrw,seneca,4.314527e-05
BART,onmt_pg,0.03598132
BART,seneca,8.101458e-10
onmt_pg,seneca,2.124711e-07
__REFERENCE__,abssentrw,0.2490315
BART,__REFERENCE__,0.0002672296
onmt_pg,__REFERENCE__,0.01080786
__REFERENCE__,seneca,0.007102512
BART,abssentrw,1.546423e-07
onmt_pg,abssentrw,0.0002813041
abssentrw,seneca,0.09667656
BART,onmt_pg,0.08019402
BART,seneca,4.442217e-11
onmt_pg,seneca,5.593462e-06
__REFERENCE__,abssentrw,0.02181888
BART,__REFERENCE__,0.0004635989
