,,p_value
onmt_pg,abssentrw,1.372174e-07
abssentrw,seneca,1.313195e-05
BART,onmt_pg,0.2133761
BART,seneca,1.201782e-28
onmt_pg,seneca,2.654551e-23
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,0.5712259
BART,__REFERENCE__,1.458358e-14
onmt_pg,__REFERENCE__,5.135408e-05
__REFERENCE__,seneca,0.005917556
BART,abssentrw,3.019691e-09
onmt_pg,abssentrw,0.002625809
abssentrw,seneca,0.003058749
BART,onmt_pg,8.230516e-06
BART,seneca,6.459159e-18
onmt_pg,seneca,1.13362e-09
__REFERENCE__,abssentrw,0.3550897
BART,__REFERENCE__,3.774962e-08
onmt_pg,__REFERENCE__,0.03687883
__REFERENCE__,seneca,7.351299e-08
BART,abssentrw,5.479663e-12
onmt_pg,abssentrw,0.00376185
abssentrw,seneca,4.770845e-05
BART,onmt_pg,3.510046e-05
BART,seneca,1.169852e-23
onmt_pg,seneca,9.566423e-13
__REFERENCE__,abssentrw,0.05431252
BART,__REFERENCE__,2.027457e-06
onmt_pg,__REFERENCE__,0.03813265
__REFERENCE__,seneca,0.004753198
BART,abssentrw,7.258815e-10
onmt_pg,abssentrw,0.0001210138
abssentrw,seneca,0.3557759
BART,onmt_pg,0.006159839
BART,seneca,1.555926e-11
onmt_pg,seneca,3.958859e-06
__REFERENCE__,abssentrw,0.09430862
BART,__REFERENCE__,3.437178e-08
onmt_pg,__REFERENCE__,0.0003573592
__REFERENCE__,seneca,1.214382e-07
BART,abssentrw,1.881794e-11
onmt_pg,abssentrw,5.167131e-08
abssentrw,seneca,0.0002172592
BART,onmt_pg,0.004089097
BART,seneca,4.985846e-31
onmt_pg,seneca,1.141695e-23
__REFERENCE__,abssentrw,0.7750358
BART,__REFERENCE__,6.942148e-17
onmt_pg,__REFERENCE__,9.07585e-09
__REFERENCE__,seneca,1.291407e-05
BART,abssentrw,1.87638e-14
onmt_pg,abssentrw,3.00288e-08
abssentrw,seneca,2.125949e-06
BART,onmt_pg,0.01031133
BART,seneca,1.447822e-26
onmt_pg,seneca,4.006953e-19
__REFERENCE__,abssentrw,0.5448269
BART,__REFERENCE__,8.673903e-08
onmt_pg,__REFERENCE__,0.001947176
__REFERENCE__,seneca,0.0001027545
BART,abssentrw,3.21065e-12
onmt_pg,abssentrw,5.117781e-05
abssentrw,seneca,0.0005048649
BART,onmt_pg,0.0003267468
BART,seneca,7.239264e-19
onmt_pg,seneca,1.798569e-12
__REFERENCE__,abssentrw,0.07217306
BART,__REFERENCE__,8.866221e-11
onmt_pg,__REFERENCE__,0.04856911
__REFERENCE__,seneca,1.024627e-08
BART,abssentrw,2.994773e-11
onmt_pg,abssentrw,0.0003090198
abssentrw,seneca,0.001489946
BART,onmt_pg,3.667392e-05
BART,seneca,7.975417e-34
onmt_pg,seneca,7.100561e-12
__REFERENCE__,abssentrw,0.8765723
BART,__REFERENCE__,1.445365e-09
onmt_pg,__REFERENCE__,5.864703e-05
__REFERENCE__,seneca,0.001030204
BART,abssentrw,8.294392e-11
onmt_pg,abssentrw,7.909871e-06
abssentrw,seneca,0.001299064
BART,onmt_pg,0.01336262
BART,seneca,4.282338e-18
onmt_pg,seneca,5.818422e-15
__REFERENCE__,abssentrw,0.2104387
BART,__REFERENCE__,2.239913e-08
onmt_pg,__REFERENCE__,1.439606e-07
__REFERENCE__,seneca,0.002176611
BART,abssentrw,6.175565e-11
onmt_pg,abssentrw,2.631275e-12
abssentrw,seneca,0.0401354
BART,onmt_pg,0.453573
BART,seneca,3.451175e-18
onmt_pg,seneca,1.200909e-17
__REFERENCE__,abssentrw,0.7111702
BART,__REFERENCE__,8.281793e-09
onmt_pg,__REFERENCE__,0.002237373
__REFERENCE__,seneca,6.119769e-09
BART,abssentrw,2.390823e-09
onmt_pg,abssentrw,0.0003376012
abssentrw,seneca,8.591337e-07
BART,onmt_pg,8.061504e-05
BART,seneca,4.31282e-27
onmt_pg,seneca,3.664513e-20
__REFERENCE__,abssentrw,0.001989642
BART,__REFERENCE__,5.615512e-07
onmt_pg,__REFERENCE__,0.0309419
__REFERENCE__,seneca,4.324627e-07
BART,abssentrw,6.819604e-16
onmt_pg,abssentrw,1.393309e-08
abssentrw,seneca,0.01586085
BART,onmt_pg,0.02242482
BART,seneca,4.721665e-18
onmt_pg,seneca,8.229617e-11
__REFERENCE__,abssentrw,0.0148144
BART,__REFERENCE__,4.43186e-09
onmt_pg,__REFERENCE__,0.00188235
__REFERENCE__,seneca,0.000381551
BART,abssentrw,4.292657e-17
onmt_pg,abssentrw,6.09963e-07
abssentrw,seneca,0.1049651
BART,onmt_pg,0.0002536225
BART,seneca,1.777392e-16
onmt_pg,seneca,4.283391e-08
__REFERENCE__,abssentrw,0.756397
BART,__REFERENCE__,7.089701e-12
onmt_pg,__REFERENCE__,2.31344e-06
__REFERENCE__,seneca,1.173057e-09
BART,abssentrw,1.307397e-12
onmt_pg,abssentrw,4.855183e-07
abssentrw,seneca,1.165001e-08
BART,onmt_pg,0.0335299
BART,seneca,9.086686e-34
onmt_pg,seneca,8.729385e-23
__REFERENCE__,abssentrw,0.008059446
BART,__REFERENCE__,3.511283e-06
onmt_pg,__REFERENCE__,0.02671085
__REFERENCE__,seneca,1.618001e-08
BART,abssentrw,1.700031e-11
onmt_pg,abssentrw,1.395567e-06
abssentrw,seneca,0.0008195712
BART,onmt_pg,0.0102111
BART,seneca,5.648248e-18
onmt_pg,seneca,1.947957e-13
__REFERENCE__,abssentrw,0.2909809
BART,__REFERENCE__,1.498723e-12
onmt_pg,__REFERENCE__,0.0009341042
__REFERENCE__,seneca,0.01607157
BART,abssentrw,1.935503e-13
onmt_pg,abssentrw,4.627538e-05
abssentrw,seneca,0.1431164
BART,onmt_pg,1.106894e-06
BART,seneca,3.084485e-17
onmt_pg,seneca,2.116925e-07
__REFERENCE__,abssentrw,0.06001567
BART,__REFERENCE__,1.241844e-06
onmt_pg,__REFERENCE__,0.01427198
__REFERENCE__,seneca,9.086132e-06
BART,abssentrw,2.694395e-11
onmt_pg,abssentrw,3.785218e-05
abssentrw,seneca,0.002582699
BART,onmt_pg,0.005273343
BART,seneca,8.430755e-22
onmt_pg,seneca,1.679503e-14
__REFERENCE__,abssentrw,0.03350058
BART,__REFERENCE__,2.155194e-05
__REFERENCE__,onmt_pg,0.1048761
__REFERENCE__,seneca,6.169542e-11
BART,abssentrw,2.796955e-10
onmt_pg,abssentrw,0.0001789375
abssentrw,seneca,0.0001358418
BART,onmt_pg,0.0009676293
BART,seneca,4.456911e-26
onmt_pg,seneca,3.161747e-17
__REFERENCE__,abssentrw,0.2427289
BART,__REFERENCE__,2.423319e-07
onmt_pg,__REFERENCE__,0.00271659
__REFERENCE__,seneca,5.275459e-07
BART,abssentrw,7.921572e-10
onmt_pg,abssentrw,0.0004305022
abssentrw,seneca,0.002771531
BART,onmt_pg,0.001335229
BART,seneca,7.257496e-28
onmt_pg,seneca,2.521917e-12
__REFERENCE__,abssentrw,0.04832155
BART,__REFERENCE__,7.50619e-09
onmt_pg,__REFERENCE__,0.005029822
__REFERENCE__,seneca,2.204926e-07
BART,abssentrw,4.227959e-13
onmt_pg,abssentrw,1.576602e-05
abssentrw,seneca,0.0002384946
BART,onmt_pg,0.0007932311
BART,seneca,3.259033e-28
onmt_pg,seneca,1.652301e-14
__REFERENCE__,abssentrw,9.405897e-06
BART,__REFERENCE__,0.0001678845
__REFERENCE__,onmt_pg,0.4502158
__REFERENCE__,seneca,4.168927e-14
BART,abssentrw,1.02984e-13
onmt_pg,abssentrw,2.492977e-06
abssentrw,seneca,0.003839246
BART,onmt_pg,0.0003725709
BART,seneca,5.302789e-23
onmt_pg,seneca,1.641261e-16
__REFERENCE__,abssentrw,0.5745219
BART,__REFERENCE__,3.707299e-08
onmt_pg,__REFERENCE__,0.0003705789
__REFERENCE__,seneca,2.721131e-06
BART,abssentrw,1.494755e-10
onmt_pg,abssentrw,6.702145e-05
abssentrw,seneca,6.545661e-06
BART,onmt_pg,0.01525953
BART,seneca,6.423107e-22
onmt_pg,seneca,4.365251e-19
__REFERENCE__,abssentrw,0.1066789
BART,__REFERENCE__,8.08288e-07
__REFERENCE__,onmt_pg,0.1087584
__REFERENCE__,seneca,0.00126767
BART,abssentrw,1.28228e-07
onmt_pg,abssentrw,0.002930839
abssentrw,seneca,0.1458342
BART,onmt_pg,6.426484e-05
BART,seneca,2.247095e-11
onmt_pg,seneca,1.991503e-05
__REFERENCE__,abssentrw,0.7823969
BART,__REFERENCE__,5.402491e-09
onmt_pg,__REFERENCE__,7.36326e-05
__REFERENCE__,seneca,0.0004827393
BART,abssentrw,3.83824e-09
onmt_pg,abssentrw,2.471321e-06
abssentrw,seneca,0.005833013
BART,onmt_pg,0.03188058
BART,seneca,3.032582e-19
onmt_pg,seneca,2.169537e-11
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,0.2411276
BART,__REFERENCE__,5.929285e-10
onmt_pg,__REFERENCE__,0.0002141303
__REFERENCE__,seneca,5.750723e-05
BART,abssentrw,1.665212e-12
onmt_pg,abssentrw,1.085429e-06
abssentrw,seneca,0.002880691
BART,onmt_pg,0.02307605
BART,seneca,1.069947e-21
onmt_pg,seneca,5.35602e-11
__REFERENCE__,abssentrw,0.5921168
BART,__REFERENCE__,5.34446e-12
onmt_pg,__REFERENCE__,1.705702e-05
__REFERENCE__,seneca,0.001960973
BART,abssentrw,3.601441e-11
onmt_pg,abssentrw,4.588946e-05
abssentrw,seneca,0.0002412385
BART,onmt_pg,0.001175741
BART,seneca,5.521601e-23
onmt_pg,seneca,2.191378e-15
__REFERENCE__,abssentrw,0.1800427
BART,__REFERENCE__,8.280302e-13
onmt_pg,__REFERENCE__,0.003773373
__REFERENCE__,seneca,2.61561e-06
BART,abssentrw,2.256406e-13
onmt_pg,abssentrw,7.498922e-05
abssentrw,seneca,0.005838582
BART,onmt_pg,7.363268e-05
BART,seneca,6.271267e-24
onmt_pg,seneca,1.009867e-10
__REFERENCE__,abssentrw,0.5727051
BART,__REFERENCE__,0.0001383309
__REFERENCE__,onmt_pg,0.08270433
__REFERENCE__,seneca,7.236827e-09
BART,abssentrw,7.488324e-06
onmt_pg,abssentrw,0.02902316
abssentrw,seneca,6.487324e-06
BART,onmt_pg,0.01722541
BART,seneca,2.87193e-19
onmt_pg,seneca,1.646e-11
__REFERENCE__,abssentrw,0.01976014
BART,__REFERENCE__,1.040725e-07
__REFERENCE__,onmt_pg,0.05989468
__REFERENCE__,seneca,1.194609e-06
BART,abssentrw,3.526837e-10
onmt_pg,abssentrw,9.729585e-06
abssentrw,seneca,0.00344635
BART,onmt_pg,7.040797e-05
BART,seneca,1.09657e-23
onmt_pg,seneca,2.300624e-14
__REFERENCE__,abssentrw,0.1652058
BART,__REFERENCE__,4.863086e-07
onmt_pg,__REFERENCE__,0.004783516
__REFERENCE__,seneca,0.001127462
BART,abssentrw,7.694099e-09
onmt_pg,abssentrw,2.525354e-05
abssentrw,seneca,0.01140198
BART,onmt_pg,0.0003181631
BART,seneca,6.635698e-13
onmt_pg,seneca,9.079652e-10
__REFERENCE__,abssentrw,0.02785071
BART,__REFERENCE__,4.094163e-10
__REFERENCE__,onmt_pg,0.1021543
__REFERENCE__,seneca,8.260765e-09
BART,abssentrw,1.509593e-13
onmt_pg,abssentrw,0.0001683079
abssentrw,seneca,0.001189459
BART,onmt_pg,3.809885e-08
BART,seneca,1.619709e-26
onmt_pg,seneca,7.934998e-14
__REFERENCE__,abssentrw,0.03690787
BART,__REFERENCE__,3.127001e-08
onmt_pg,__REFERENCE__,0.01161475
