,,p_value
BART,abssentrw,1.897641e-05
onmt_pg,abssentrw,6.368519e-05
abssentrw,seneca,0.135758
BART,onmt_pg,0.9716763
BART,seneca,0.004644755
onmt_pg,seneca,0.01848331
__REFERENCE__,abssentrw,7.603366e-05
__REFERENCE__,BART,0.02736118
__REFERENCE__,onmt_pg,0.0003357696
__REFERENCE__,seneca,1.504778e-05
BART,abssentrw,0.003316516
onmt_pg,abssentrw,0.03675485
abssentrw,seneca,0.5648726
BART,onmt_pg,0.3121074
BART,seneca,0.001603738
onmt_pg,seneca,0.08150871
__REFERENCE__,abssentrw,0.002001697
__REFERENCE__,BART,0.3088655
__REFERENCE__,onmt_pg,0.2379885
__REFERENCE__,seneca,0.005197959
BART,abssentrw,0.0309473
onmt_pg,abssentrw,0.01651019
abssentrw,seneca,0.5010042
BART,onmt_pg,0.8488903
BART,seneca,0.08545238
onmt_pg,seneca,0.06076173
__REFERENCE__,abssentrw,2.786869e-06
__REFERENCE__,BART,0.5013712
__REFERENCE__,onmt_pg,0.001124563
__REFERENCE__,seneca,0.003823996
BART,abssentrw,0.0007479624
abssentrw,onmt_pg,0.08208773
seneca,abssentrw,0.04481859
BART,onmt_pg,0.01041578
BART,seneca,0.03629927
onmt_pg,seneca,0.5452912
__REFERENCE__,abssentrw,0.0002914045
__REFERENCE__,BART,0.2519979
__REFERENCE__,onmt_pg,0.02148152
__REFERENCE__,seneca,0.0001715987
BART,abssentrw,0.0002022825
onmt_pg,abssentrw,0.01554502
abssentrw,seneca,0.7543051
BART,onmt_pg,0.2947091
BART,seneca,0.004024123
onmt_pg,seneca,0.037803
__REFERENCE__,abssentrw,0.0002691083
__REFERENCE__,BART,0.481626
__REFERENCE__,onmt_pg,0.04181202
__REFERENCE__,seneca,0.0001725622
BART,abssentrw,0.00247524
onmt_pg,abssentrw,0.001648628
abssentrw,seneca,0.1698522
BART,onmt_pg,0.1983719
BART,seneca,0.003217165
onmt_pg,seneca,0.04818767
__REFERENCE__,abssentrw,6.934144e-05
__REFERENCE__,BART,0.06822289
__REFERENCE__,onmt_pg,0.008192196
__REFERENCE__,seneca,0.0001066953
BART,abssentrw,0.001092948
onmt_pg,abssentrw,0.00121045
abssentrw,seneca,0.1163181
BART,onmt_pg,0.2506244
BART,seneca,0.01297652
onmt_pg,seneca,0.2040892
__REFERENCE__,abssentrw,1.423379e-05
__REFERENCE__,BART,0.3770246
__REFERENCE__,onmt_pg,0.5629969
__REFERENCE__,seneca,0.04560944
BART,abssentrw,0.002409941
onmt_pg,abssentrw,0.0004436597
seneca,abssentrw,0.002812239
BART,onmt_pg,0.7015415
BART,seneca,0.287439
onmt_pg,seneca,0.1686886
__REFERENCE__,abssentrw,0.0001222158
__REFERENCE__,BART,0.04574175
__REFERENCE__,onmt_pg,0.03498189
__REFERENCE__,seneca,0.0001220169
abssentrw,BART,0.1344329
onmt_pg,abssentrw,0.006644893
abssentrw,seneca,0.7753681
BART,onmt_pg,0.6405411
BART,seneca,0.01161291
onmt_pg,seneca,0.006038854
__REFERENCE__,abssentrw,2.888975e-07
__REFERENCE__,BART,0.02571083
__REFERENCE__,onmt_pg,0.0005025809
__REFERENCE__,seneca,3.128797e-06
BART,abssentrw,0.0004547646
onmt_pg,abssentrw,0.02063518
abssentrw,seneca,0.3895451
BART,onmt_pg,0.08741885
BART,seneca,0.002030028
onmt_pg,seneca,0.1032584
__REFERENCE__,abssentrw,0.005146869
__REFERENCE__,BART,0.965895
__REFERENCE__,onmt_pg,0.03717206
__REFERENCE__,seneca,0.009762209
BART,abssentrw,0.0004507191
abssentrw,onmt_pg,0.2025927
abssentrw,seneca,0.6236038
BART,onmt_pg,0.008521208
BART,seneca,0.0003489766
onmt_pg,seneca,0.427097
__REFERENCE__,abssentrw,8.850072e-05
__REFERENCE__,BART,0.07983484
__REFERENCE__,onmt_pg,0.02270795
__REFERENCE__,seneca,0.0002094524
BART,abssentrw,0.0007810198
onmt_pg,abssentrw,0.001594636
abssentrw,seneca,0.2102377
BART,onmt_pg,0.3222545
BART,seneca,0.01374706
onmt_pg,seneca,0.07683996
__REFERENCE__,abssentrw,0.0001058383
__REFERENCE__,BART,0.4851914
__REFERENCE__,onmt_pg,0.6802738
__REFERENCE__,seneca,2.214114e-05
BART,abssentrw,0.01235115
onmt_pg,abssentrw,0.0005107433
abssentrw,seneca,0.8602595
BART,onmt_pg,0.8559222
BART,seneca,0.00233306
onmt_pg,seneca,0.0009190925
__REFERENCE__,abssentrw,0.0001050995
__REFERENCE__,BART,0.01014471
__REFERENCE__,onmt_pg,0.002527322
__REFERENCE__,seneca,3.979063e-07
BART,abssentrw,0.03659424
abssentrw,onmt_pg,0.1073476
abssentrw,seneca,0.8399903
BART,onmt_pg,0.4465603
BART,seneca,0.01661806
onmt_pg,seneca,0.09094292
__REFERENCE__,abssentrw,2.068288e-05
__REFERENCE__,BART,0.001349923
__REFERENCE__,onmt_pg,0.001554223
__REFERENCE__,seneca,0.0001880798
abssentrw,BART,0.05555883
onmt_pg,abssentrw,0.0190245
abssentrw,seneca,0.5157539
BART,onmt_pg,0.8755045
BART,seneca,0.08726709
onmt_pg,seneca,0.1382461
__REFERENCE__,abssentrw,0.001677899
__REFERENCE__,BART,0.4357817
__REFERENCE__,onmt_pg,0.05879106
__REFERENCE__,seneca,0.01235286
abssentrw,BART,0.07700689
abssentrw,onmt_pg,0.0581834
abssentrw,seneca,0.1864282
BART,onmt_pg,0.5271344
BART,seneca,0.203748
onmt_pg,seneca,0.3082026
__REFERENCE__,abssentrw,4.600873e-06
__REFERENCE__,BART,0.1483747
__REFERENCE__,onmt_pg,0.08441871
__REFERENCE__,seneca,0.0004660336
BART,abssentrw,0.001652603
onmt_pg,abssentrw,0.004238632
abssentrw,seneca,0.2909263
BART,onmt_pg,0.8221105
BART,seneca,0.04083955
onmt_pg,seneca,0.1040869
__REFERENCE__,abssentrw,0.0001172281
__REFERENCE__,BART,0.5522521
__REFERENCE__,onmt_pg,0.5053721
__REFERENCE__,seneca,1.292237e-05
BART,abssentrw,0.006215567
onmt_pg,abssentrw,0.003156649
abssentrw,seneca,0.6857888
BART,onmt_pg,0.8793984
BART,seneca,0.0008575739
onmt_pg,seneca,0.003274958
__REFERENCE__,abssentrw,0.01766773
__REFERENCE__,BART,0.2538155
__REFERENCE__,onmt_pg,0.1873504
__REFERENCE__,seneca,0.001185378
abssentrw,BART,0.05067557
abssentrw,onmt_pg,0.1879752
abssentrw,seneca,0.8198913
BART,onmt_pg,0.5757042
BART,seneca,0.02191273
onmt_pg,seneca,0.1751005
__REFERENCE__,abssentrw,0.001135589
__REFERENCE__,BART,0.6635926
__REFERENCE__,onmt_pg,0.0354969
__REFERENCE__,seneca,7.778779e-07
BART,abssentrw,0.01379051
abssentrw,onmt_pg,0.07000646
abssentrw,seneca,0.339684
BART,onmt_pg,0.1105343
BART,seneca,7.63557e-06
onmt_pg,seneca,0.003317372
__REFERENCE__,abssentrw,0.0114706
__REFERENCE__,BART,0.9307664
__REFERENCE__,onmt_pg,0.1673517
__REFERENCE__,seneca,0.002356269
BART,abssentrw,0.0007364624
onmt_pg,abssentrw,0.04242072
abssentrw,seneca,0.3296142
BART,onmt_pg,0.06346139
BART,seneca,0.002892116
onmt_pg,seneca,0.1923964
__REFERENCE__,abssentrw,8.995422e-07
__REFERENCE__,BART,0.4989707
__REFERENCE__,onmt_pg,0.4071103
__REFERENCE__,seneca,0.145961
BART,abssentrw,0.0006412591
onmt_pg,abssentrw,0.000254712
seneca,abssentrw,0.02849329
BART,onmt_pg,0.9316179
BART,seneca,0.2292869
onmt_pg,seneca,0.3499802
__REFERENCE__,abssentrw,5.598311e-05
__REFERENCE__,BART,0.2948257
__REFERENCE__,onmt_pg,0.037449
__REFERENCE__,seneca,0.0006534639
BART,abssentrw,0.001840603
onmt_pg,abssentrw,0.0151345
abssentrw,seneca,0.3963569
BART,onmt_pg,0.283938
BART,seneca,0.00342358
onmt_pg,seneca,0.1682895
__REFERENCE__,abssentrw,1.103892e-07
__REFERENCE__,BART,0.3023766
__REFERENCE__,onmt_pg,0.02955258
__REFERENCE__,seneca,9.493313e-06
BART,abssentrw,0.0004873807
onmt_pg,abssentrw,0.0001018639
abssentrw,seneca,0.1539973
BART,onmt_pg,0.3195945
BART,seneca,0.01037687
onmt_pg,seneca,0.04754855
__REFERENCE__,abssentrw,8.397706e-05
__REFERENCE__,BART,0.6662572
__REFERENCE__,onmt_pg,0.1726342
__REFERENCE__,seneca,0.0004747651
BART,abssentrw,0.005159241
onmt_pg,abssentrw,0.0003422469
abssentrw,seneca,0.09061193
BART,onmt_pg,0.5235993
BART,seneca,0.01942362
onmt_pg,seneca,0.006049077
__REFERENCE__,abssentrw,0.004135028
__REFERENCE__,BART,0.0213545
__REFERENCE__,onmt_pg,0.02131931
__REFERENCE__,seneca,4.189189e-06
abssentrw,BART,0.3052948
abssentrw,onmt_pg,0.2174056
abssentrw,seneca,0.6923007
BART,onmt_pg,0.8956227
BART,seneca,0.08559442
onmt_pg,seneca,0.06351117
__REFERENCE__,abssentrw,3.902857e-05
__REFERENCE__,BART,0.2951124
__REFERENCE__,onmt_pg,0.7349187
__REFERENCE__,seneca,0.009728505
BART,abssentrw,0.002580249
onmt_pg,abssentrw,0.001148352
abssentrw,seneca,0.3546129
BART,onmt_pg,0.5571483
BART,seneca,0.03657348
onmt_pg,seneca,0.01274484
__REFERENCE__,abssentrw,0.000800573
__REFERENCE__,BART,0.8598195
__REFERENCE__,onmt_pg,0.4421502
__REFERENCE__,seneca,0.06736004
BART,abssentrw,0.001336975
onmt_pg,abssentrw,0.0008159465
abssentrw,seneca,0.07324903
BART,onmt_pg,0.5663428
BART,seneca,0.06592375
onmt_pg,seneca,0.2328394
__REFERENCE__,abssentrw,0.004495702
__REFERENCE__,BART,0.4156974
__REFERENCE__,onmt_pg,0.06263017
__REFERENCE__,seneca,0.0001147765
BART,abssentrw,0.02071554
abssentrw,onmt_pg,0.09922785
abssentrw,seneca,0.8628463
BART,onmt_pg,0.3429238
BART,seneca,0.001926411
onmt_pg,seneca,0.04324804
__REFERENCE__,abssentrw,1.869018e-06
__REFERENCE__,BART,0.08630958
__REFERENCE__,onmt_pg,0.008522668
__REFERENCE__,seneca,1.009906e-06
BART,abssentrw,0.002984296
onmt_pg,abssentrw,0.0055139
abssentrw,seneca,0.3791022
BART,onmt_pg,0.3668051
BART,seneca,0.003550569
onmt_pg,seneca,0.02446375
__REFERENCE__,abssentrw,3.542904e-05
__REFERENCE__,BART,0.255319
__REFERENCE__,onmt_pg,0.08213327
__REFERENCE__,seneca,5.553364e-05
BART,abssentrw,8.818637e-05
onmt_pg,abssentrw,0.0001255522
abssentrw,seneca,0.1812455
BART,onmt_pg,0.7361912
BART,seneca,0.0001271743
onmt_pg,seneca,0.00032583
__REFERENCE__,abssentrw,2.429378e-05
__REFERENCE__,BART,0.1575527
__REFERENCE__,onmt_pg,0.03433391
__REFERENCE__,seneca,6.748714e-07
BART,abssentrw,0.01182009
onmt_pg,abssentrw,0.004291936
abssentrw,seneca,0.8417743
BART,onmt_pg,0.7037948
BART,seneca,0.0005571202
onmt_pg,seneca,7.26167e-05
__REFERENCE__,abssentrw,5.239373e-07
__REFERENCE__,BART,0.3189957
__REFERENCE__,onmt_pg,0.04453769
__REFERENCE__,seneca,0.00118842
BART,abssentrw,0.0006075927
onmt_pg,abssentrw,0.0001019825
seneca,abssentrw,0.04565606
BART,onmt_pg,0.4278245
BART,seneca,0.04339743
onmt_pg,seneca,0.1640805
__REFERENCE__,abssentrw,1.861491e-05
__REFERENCE__,BART,0.1186724
__REFERENCE__,onmt_pg,0.001326897
__REFERENCE__,seneca,3.792114e-06
BART,abssentrw,0.0002084465
onmt_pg,abssentrw,0.004108804
abssentrw,seneca,0.09779901
BART,onmt_pg,0.03635788
BART,seneca,0.0002903055
onmt_pg,seneca,0.1093118
__REFERENCE__,abssentrw,1.00265e-06
__REFERENCE__,BART,0.02631749
__REFERENCE__,onmt_pg,0.005016162
__REFERENCE__,seneca,5.113265e-05
BART,abssentrw,0.000715829
onmt_pg,abssentrw,0.004256988
abssentrw,seneca,0.1407842
BART,onmt_pg,0.4118558
BART,seneca,0.01827267
onmt_pg,seneca,0.06726126
__REFERENCE__,abssentrw,0.001178807
__REFERENCE__,BART,0.5592791
__REFERENCE__,onmt_pg,0.135959
__REFERENCE__,seneca,0.1160798
BART,abssentrw,0.0003920769
onmt_pg,abssentrw,0.002065525
seneca,abssentrw,0.002379061
BART,onmt_pg,0.1703563
BART,seneca,0.3701793
onmt_pg,seneca,0.7162762
__REFERENCE__,abssentrw,6.435688e-10
__REFERENCE__,BART,0.3479839
__REFERENCE__,onmt_pg,0.05831276
__REFERENCE__,seneca,2.356121e-06
BART,abssentrw,1.409993e-08
onmt_pg,abssentrw,1.9735e-05
seneca,abssentrw,0.02001074
BART,onmt_pg,0.2725703
BART,seneca,7.02688e-05
onmt_pg,seneca,0.03150237
__REFERENCE__,abssentrw,9.806309e-05
__REFERENCE__,BART,0.4075123
__REFERENCE__,onmt_pg,0.0003876662
__REFERENCE__,seneca,0.01423737
BART,abssentrw,0.001789647
abssentrw,onmt_pg,0.05726608
abssentrw,seneca,0.06737705
BART,onmt_pg,0.03241419
BART,seneca,0.122347
onmt_pg,seneca,0.9793968
__REFERENCE__,abssentrw,0.0005607582
__REFERENCE__,BART,0.1908953
__REFERENCE__,onmt_pg,0.1323427
__REFERENCE__,seneca,0.0007020989
BART,abssentrw,0.02000168
onmt_pg,abssentrw,0.009613916
abssentrw,seneca,0.2313345
BART,onmt_pg,0.9479186
BART,seneca,0.09677536
onmt_pg,seneca,0.05743265
__REFERENCE__,abssentrw,0.0003195491
__REFERENCE__,BART,0.5131359
__REFERENCE__,onmt_pg,0.1466578
__REFERENCE__,seneca,0.0004357687
BART,abssentrw,0.001712905
onmt_pg,abssentrw,0.004951079
abssentrw,seneca,0.4851329
BART,onmt_pg,0.4700615
BART,seneca,0.0008973135
onmt_pg,seneca,0.08299483
__REFERENCE__,abssentrw,4.232871e-09
__REFERENCE__,BART,0.2026868
__REFERENCE__,onmt_pg,0.1309906
__REFERENCE__,seneca,0.0003492026
BART,abssentrw,5.475561e-05
onmt_pg,abssentrw,2.736073e-07
seneca,abssentrw,0.002825435
BART,onmt_pg,0.8325382
BART,seneca,0.06671508
onmt_pg,seneca,0.0729893
__REFERENCE__,abssentrw,0.0002885815
__REFERENCE__,BART,0.2165358
__REFERENCE__,onmt_pg,0.03966576
__REFERENCE__,seneca,0.001406168
BART,abssentrw,0.04294674
abssentrw,onmt_pg,0.2688173
abssentrw,seneca,0.7367054
BART,onmt_pg,0.3185741
BART,seneca,0.05415284
onmt_pg,seneca,0.4212017
__REFERENCE__,abssentrw,0.0002105996
__REFERENCE__,BART,0.2127894
__REFERENCE__,onmt_pg,0.255553
__REFERENCE__,seneca,0.00784847
BART,abssentrw,0.004092235
onmt_pg,abssentrw,0.0003729868
abssentrw,seneca,0.1686072
BART,onmt_pg,0.8230455
BART,seneca,0.0875599
onmt_pg,seneca,0.03256196
__REFERENCE__,abssentrw,3.578085e-05
__REFERENCE__,BART,0.4877162
__REFERENCE__,onmt_pg,0.004657762
__REFERENCE__,seneca,1.481665e-05
BART,abssentrw,8.568019e-06
onmt_pg,abssentrw,7.474106e-05
abssentrw,seneca,0.2076597
BART,onmt_pg,0.006894119
BART,seneca,3.600914e-06
onmt_pg,seneca,0.001021917
__REFERENCE__,abssentrw,0.000875735
__REFERENCE__,BART,0.150872
__REFERENCE__,onmt_pg,0.2107635
__REFERENCE__,seneca,0.0004059324
BART,abssentrw,0.001961772
onmt_pg,abssentrw,0.001273484
abssentrw,seneca,0.2101467
BART,onmt_pg,0.8254678
BART,seneca,0.006470004
onmt_pg,seneca,0.03380574
__REFERENCE__,abssentrw,0.0005280871
__REFERENCE__,BART,0.4099134
__REFERENCE__,onmt_pg,0.01458874
__REFERENCE__,seneca,0.02159491
BART,abssentrw,0.01045229
onmt_pg,abssentrw,0.02547283
abssentrw,seneca,0.09049818
BART,onmt_pg,0.1269458
BART,seneca,0.07643558
onmt_pg,seneca,0.9420471
__REFERENCE__,abssentrw,0.002584679
__REFERENCE__,BART,0.1822746
__REFERENCE__,onmt_pg,0.07183876
__REFERENCE__,seneca,0.0002082141
BART,abssentrw,0.03160713
onmt_pg,abssentrw,0.02526492
abssentrw,seneca,0.8249176
BART,onmt_pg,0.5234674
BART,seneca,0.005957714
onmt_pg,seneca,0.02678582
__REFERENCE__,abssentrw,2.407036e-09
__REFERENCE__,BART,0.05067256
__REFERENCE__,onmt_pg,0.008962327
__REFERENCE__,seneca,7.001559e-05
BART,abssentrw,9.319031e-06
onmt_pg,abssentrw,4.088255e-05
seneca,abssentrw,0.005945539
BART,onmt_pg,0.5392161
BART,seneca,0.02877137
onmt_pg,seneca,0.09895008
__REFERENCE__,abssentrw,0.0001048584
__REFERENCE__,BART,0.4540995
__REFERENCE__,onmt_pg,0.229699
__REFERENCE__,seneca,0.005561957
BART,abssentrw,0.003213515
onmt_pg,abssentrw,0.002671215
abssentrw,seneca,0.3316333
BART,onmt_pg,0.8375882
BART,seneca,0.03019138
onmt_pg,seneca,0.04933808
__REFERENCE__,abssentrw,0.04432279
__REFERENCE__,BART,0.8075174
__REFERENCE__,onmt_pg,0.6800816
__REFERENCE__,seneca,0.02844844
abssentrw,BART,0.05727811
abssentrw,onmt_pg,0.05013228
abssentrw,seneca,0.8371426
BART,onmt_pg,0.8783526
BART,seneca,0.009689704
onmt_pg,seneca,0.01774159
__REFERENCE__,abssentrw,3.384959e-05
__REFERENCE__,BART,0.1154899
__REFERENCE__,onmt_pg,0.2174705
__REFERENCE__,seneca,0.005524214
BART,abssentrw,0.005014162
onmt_pg,abssentrw,0.001770392
abssentrw,seneca,0.3958391
BART,onmt_pg,0.837485
BART,seneca,0.1283366
onmt_pg,seneca,0.1264085
__REFERENCE__,abssentrw,1.110346e-05
__REFERENCE__,BART,0.5151934
__REFERENCE__,onmt_pg,0.45694
__REFERENCE__,seneca,0.3162652
BART,abssentrw,0.0003029178
onmt_pg,abssentrw,0.0009353413
seneca,abssentrw,0.01029618
BART,onmt_pg,0.2338883
BART,seneca,0.6772373
onmt_pg,seneca,0.1793993
__REFERENCE__,abssentrw,0.005001364
__REFERENCE__,BART,0.3613359
__REFERENCE__,onmt_pg,0.04450469
__REFERENCE__,seneca,0.007795867
BART,abssentrw,0.02222102
abssentrw,onmt_pg,0.08027466
abssentrw,seneca,0.9029376
BART,onmt_pg,0.1790657
BART,seneca,0.01392133
onmt_pg,seneca,0.1245018
__REFERENCE__,abssentrw,0.003407181
__REFERENCE__,BART,0.044804
__REFERENCE__,onmt_pg,0.117429
__REFERENCE__,seneca,0.03892308
abssentrw,BART,0.1766204
abssentrw,onmt_pg,0.08230328
abssentrw,seneca,0.5918831
BART,onmt_pg,0.8086019
BART,seneca,0.3714679
onmt_pg,seneca,0.3102188
__REFERENCE__,abssentrw,0.0002273887
__REFERENCE__,BART,0.001243003
__REFERENCE__,onmt_pg,0.001941727
__REFERENCE__,seneca,9.301578e-06
abssentrw,BART,0.387121
abssentrw,onmt_pg,0.1693382
abssentrw,seneca,0.8691677
BART,onmt_pg,0.7251868
BART,seneca,0.3028883
onmt_pg,seneca,0.159249
__REFERENCE__,abssentrw,8.572738e-09
__REFERENCE__,BART,0.03427435
__REFERENCE__,onmt_pg,0.1903519
__REFERENCE__,seneca,5.101724e-05
BART,abssentrw,0.006194925
onmt_pg,abssentrw,0.0003548647
abssentrw,seneca,0.7006737
BART,onmt_pg,0.4535612
BART,seneca,0.009545461
onmt_pg,seneca,0.001561204
__REFERENCE__,abssentrw,0.0003618588
__REFERENCE__,BART,0.7092826
__REFERENCE__,onmt_pg,0.2497063
__REFERENCE__,seneca,0.1545345
BART,abssentrw,0.0004937002
onmt_pg,abssentrw,0.0006108925
seneca,abssentrw,0.005767526
BART,onmt_pg,0.4503491
BART,seneca,0.2470685
onmt_pg,seneca,0.5390664
__REFERENCE__,abssentrw,2.035234e-05
__REFERENCE__,BART,0.05684997
__REFERENCE__,onmt_pg,0.5498272
__REFERENCE__,seneca,0.001511392
BART,abssentrw,0.003981672
onmt_pg,abssentrw,0.0008928327
abssentrw,seneca,0.4808949
BART,onmt_pg,0.2627724
BART,seneca,0.01778751
onmt_pg,seneca,0.005369134
__REFERENCE__,abssentrw,0.01035003
__REFERENCE__,BART,0.9280155
__REFERENCE__,onmt_pg,0.388661
