,,p_value
onmt_pg,abssentrw,3.981934e-05
abssentrw,seneca,0.1117064
BART,onmt_pg,5.629911e-05
BART,seneca,1.225194e-17
onmt_pg,seneca,1.219022e-06
__REFERENCE__,abssentrw,0.8240582
BART,__REFERENCE__,3.531618e-10
onmt_pg,__REFERENCE__,5.438964e-05
__REFERENCE__,seneca,1.317891e-05
BART,abssentrw,6.757156e-08
onmt_pg,abssentrw,1.149135e-06
abssentrw,seneca,0.001642565
BART,onmt_pg,0.02308164
BART,seneca,5.176069e-28
onmt_pg,seneca,4.500999e-15
__REFERENCE__,abssentrw,0.5592658
BART,__REFERENCE__,2.067975e-05
onmt_pg,__REFERENCE__,0.0001386868
__REFERENCE__,seneca,3.373005e-06
BART,abssentrw,0.0003312239
onmt_pg,abssentrw,2.001368e-06
abssentrw,seneca,0.004328376
BART,onmt_pg,0.411318
BART,seneca,1.181022e-20
onmt_pg,seneca,6.346932e-12
__REFERENCE__,abssentrw,0.01038876
BART,__REFERENCE__,3.876361e-10
onmt_pg,__REFERENCE__,0.01334386
__REFERENCE__,seneca,0.001208698
BART,abssentrw,8.889302e-19
onmt_pg,abssentrw,5.727805e-06
abssentrw,seneca,0.2482387
BART,onmt_pg,5.671501e-06
BART,seneca,1.140987e-18
onmt_pg,seneca,1.711233e-07
__REFERENCE__,abssentrw,0.5054996
BART,__REFERENCE__,9.143046e-09
onmt_pg,__REFERENCE__,0.002828936
__REFERENCE__,seneca,5.836022e-05
BART,abssentrw,6.127212e-08
onmt_pg,abssentrw,0.0002137312
abssentrw,seneca,0.006282529
BART,onmt_pg,0.0008318367
BART,seneca,1.438839e-22
onmt_pg,seneca,2.446836e-14
__REFERENCE__,abssentrw,0.3461409
BART,__REFERENCE__,2.222974e-09
onmt_pg,__REFERENCE__,0.0004366361
__REFERENCE__,seneca,0.009849558
BART,abssentrw,9.798217e-15
onmt_pg,abssentrw,5.210006e-06
abssentrw,seneca,0.169751
BART,onmt_pg,7.094835e-05
BART,seneca,4.049835e-21
onmt_pg,seneca,4.471442e-07
__REFERENCE__,abssentrw,0.5588922
BART,__REFERENCE__,4.489861e-08
onmt_pg,__REFERENCE__,0.003311762
__REFERENCE__,seneca,2.586441e-12
BART,abssentrw,6.781667e-07
onmt_pg,abssentrw,0.0005189815
abssentrw,seneca,0.0003616827
BART,onmt_pg,9.859882e-05
BART,seneca,6.984063e-30
onmt_pg,seneca,4.328098e-16
__REFERENCE__,abssentrw,0.7764405
BART,__REFERENCE__,2.754021e-08
onmt_pg,__REFERENCE__,0.0006668936
__REFERENCE__,seneca,0.001332634
BART,abssentrw,0.001292053
onmt_pg,abssentrw,0.001007023
abssentrw,seneca,0.02185297
BART,onmt_pg,0.04721544
BART,seneca,1.556421e-21
onmt_pg,seneca,2.600666e-06
__REFERENCE__,abssentrw,0.7330378
BART,__REFERENCE__,2.582e-08
__REFERENCE__,onmt_pg,0.05767978
__REFERENCE__,seneca,2.398127e-10
BART,abssentrw,1.876926e-08
onmt_pg,abssentrw,0.01208977
abssentrw,seneca,0.0001703835
BART,onmt_pg,2.675429e-06
BART,seneca,2.239361e-29
onmt_pg,seneca,2.269908e-10
__REFERENCE__,abssentrw,0.5017107
BART,__REFERENCE__,8.591286e-13
onmt_pg,__REFERENCE__,0.006608485
__REFERENCE__,seneca,0.0008655924
BART,abssentrw,2.842737e-09
onmt_pg,abssentrw,0.008150434
abssentrw,seneca,0.01430259
BART,onmt_pg,1.034988e-07
BART,seneca,2.217578e-24
onmt_pg,seneca,4.466787e-07
__REFERENCE__,abssentrw,0.3252524
BART,__REFERENCE__,9.501404e-06
onmt_pg,__REFERENCE__,0.00639573
__REFERENCE__,seneca,3.148561e-06
BART,abssentrw,3.40502e-05
onmt_pg,abssentrw,0.0005072721
abssentrw,seneca,0.005480248
BART,onmt_pg,0.01499388
BART,seneca,6.751294e-13
onmt_pg,seneca,3.144161e-08
__REFERENCE__,abssentrw,0.3438294
BART,__REFERENCE__,0.0003230386
onmt_pg,__REFERENCE__,0.02336413
__REFERENCE__,seneca,6.118575e-12
BART,abssentrw,8.224936e-05
onmt_pg,abssentrw,0.000218099
abssentrw,seneca,4.654499e-06
BART,onmt_pg,0.1316626
BART,seneca,2.8373e-27
onmt_pg,seneca,3.052768e-20
__REFERENCE__,abssentrw,0.4041374
BART,__REFERENCE__,5.846928e-09
onmt_pg,__REFERENCE__,0.001167224
__REFERENCE__,seneca,0.0003957461
BART,abssentrw,2.367617e-10
onmt_pg,abssentrw,9.710787e-06
abssentrw,seneca,0.01521344
BART,onmt_pg,0.001681067
BART,seneca,1.204559e-24
onmt_pg,seneca,1.457223e-08
__REFERENCE__,abssentrw,0.03310949
BART,__REFERENCE__,1.317979e-09
onmt_pg,__REFERENCE__,0.007325952
__REFERENCE__,seneca,0.04474814
BART,abssentrw,4.566683e-07
onmt_pg,abssentrw,5.479529e-05
abssentrw,seneca,0.6948473
BART,onmt_pg,0.003033789
BART,seneca,2.151458e-11
onmt_pg,seneca,0.00550891
__REFERENCE__,abssentrw,0.05276511
BART,__REFERENCE__,4.036793e-07
onmt_pg,__REFERENCE__,0.0006112272
__REFERENCE__,seneca,8.707052e-10
BART,abssentrw,1.270169e-08
onmt_pg,abssentrw,4.188346e-05
abssentrw,seneca,0.0001957053
BART,onmt_pg,0.01434414
BART,seneca,1.128494e-35
onmt_pg,seneca,4.779772e-16
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,0.3181521
BART,__REFERENCE__,5.449058e-06
onmt_pg,__REFERENCE__,0.001636404
__REFERENCE__,seneca,0.0003952808
BART,abssentrw,0.0288248
abssentrw,onmt_pg,0.1472084
abssentrw,seneca,0.001278179
BART,onmt_pg,0.04826204
BART,seneca,3.720276e-22
onmt_pg,seneca,3.506221e-11
__REFERENCE__,abssentrw,0.09658954
BART,__REFERENCE__,3.394632e-11
onmt_pg,__REFERENCE__,0.004591271
__REFERENCE__,seneca,1.932165e-05
BART,abssentrw,2.197949e-09
onmt_pg,abssentrw,0.0002092702
abssentrw,seneca,0.00874747
BART,onmt_pg,9.179827e-06
BART,seneca,2.254333e-23
onmt_pg,seneca,3.328983e-09
__REFERENCE__,abssentrw,0.7990615
BART,__REFERENCE__,1.041985e-06
onmt_pg,__REFERENCE__,0.01257375
__REFERENCE__,seneca,2.331844e-05
BART,abssentrw,6.973817e-06
onmt_pg,abssentrw,0.003954888
abssentrw,seneca,0.0005784732
BART,onmt_pg,0.0005814901
BART,seneca,3.230957e-26
onmt_pg,seneca,9.720933e-16
__REFERENCE__,abssentrw,0.229999
BART,__REFERENCE__,3.423789e-15
onmt_pg,__REFERENCE__,5.125679e-08
__REFERENCE__,seneca,8.433953e-06
BART,abssentrw,2.264261e-14
onmt_pg,abssentrw,1.902805e-08
abssentrw,seneca,0.01985055
BART,onmt_pg,0.04591944
BART,seneca,1.62394e-23
onmt_pg,seneca,1.00902e-16
__REFERENCE__,abssentrw,0.8721989
BART,__REFERENCE__,2.18435e-06
onmt_pg,__REFERENCE__,0.0004855906
__REFERENCE__,seneca,9.110373e-05
BART,abssentrw,5.121278e-06
onmt_pg,abssentrw,0.0006952341
abssentrw,seneca,2.411433e-05
BART,onmt_pg,0.08088492
BART,seneca,7.720321e-24
onmt_pg,seneca,2.052533e-13
__REFERENCE__,abssentrw,0.3119775
BART,__REFERENCE__,2.199495e-10
onmt_pg,__REFERENCE__,0.0007598266
__REFERENCE__,seneca,2.656044e-07
BART,abssentrw,2.361997e-07
onmt_pg,abssentrw,0.0001151671
abssentrw,seneca,0.1074007
BART,onmt_pg,0.00869439
BART,seneca,1.616386e-19
onmt_pg,seneca,1.715447e-11
__REFERENCE__,abssentrw,0.9341033
BART,__REFERENCE__,2.493789e-14
onmt_pg,__REFERENCE__,0.0006935421
__REFERENCE__,seneca,6.600324e-06
BART,abssentrw,1.458614e-14
onmt_pg,abssentrw,0.001640815
abssentrw,seneca,3.610391e-05
BART,onmt_pg,2.355914e-07
BART,seneca,1.308291e-21
onmt_pg,seneca,2.989833e-16
__REFERENCE__,abssentrw,0.3397338
BART,__REFERENCE__,1.467699e-06
onmt_pg,__REFERENCE__,0.002327755
__REFERENCE__,seneca,3.792064e-05
BART,abssentrw,6.069448e-09
onmt_pg,abssentrw,0.001650378
abssentrw,seneca,0.000132694
BART,onmt_pg,0.01837988
BART,seneca,2.430872e-19
onmt_pg,seneca,2.875974e-12
__REFERENCE__,abssentrw,0.6072617
BART,__REFERENCE__,5.114404e-09
onmt_pg,__REFERENCE__,4.443957e-06
__REFERENCE__,seneca,1.475071e-09
BART,abssentrw,0.002023292
onmt_pg,abssentrw,0.002226358
abssentrw,seneca,4.259051e-05
BART,onmt_pg,0.1545337
BART,seneca,1.198246e-30
onmt_pg,seneca,5.61328e-15
__REFERENCE__,abssentrw,0.1662327
BART,__REFERENCE__,1.510685e-09
onmt_pg,__REFERENCE__,0.003346317
__REFERENCE__,seneca,1.3441e-06
BART,abssentrw,6.359499e-11
onmt_pg,abssentrw,8.026311e-06
abssentrw,seneca,0.04117022
BART,onmt_pg,0.000329746
BART,seneca,1.818841e-16
onmt_pg,seneca,2.777431e-09
__REFERENCE__,abssentrw,0.005031962
BART,__REFERENCE__,2.43872e-05
__REFERENCE__,onmt_pg,0.05167431
__REFERENCE__,seneca,1.589049e-09
BART,abssentrw,1.9078e-06
onmt_pg,abssentrw,1.617107e-05
abssentrw,seneca,0.1377963
BART,onmt_pg,0.1045556
BART,seneca,3.252402e-25
onmt_pg,seneca,2.278586e-13
__REFERENCE__,abssentrw,0.4170795
BART,__REFERENCE__,1.452631e-08
onmt_pg,__REFERENCE__,1.127569e-05
__REFERENCE__,seneca,0.007502889
BART,abssentrw,1.37488e-09
onmt_pg,abssentrw,9.881428e-06
abssentrw,seneca,0.05288924
BART,onmt_pg,0.02382433
BART,seneca,2.336632e-20
onmt_pg,seneca,5.192707e-08
__REFERENCE__,abssentrw,0.143964
BART,__REFERENCE__,4.677408e-11
onmt_pg,__REFERENCE__,2.527293e-07
__REFERENCE__,seneca,7.582196e-08
BART,abssentrw,3.908054e-10
onmt_pg,abssentrw,9.318989e-07
abssentrw,seneca,0.001184871
BART,onmt_pg,0.01537795
BART,seneca,1.476725e-28
onmt_pg,seneca,2.350569e-23
__REFERENCE__,abssentrw,0.4644393
BART,__REFERENCE__,1.311381e-09
onmt_pg,__REFERENCE__,9.607028e-06
__REFERENCE__,seneca,1.696119e-09
BART,abssentrw,8.197312e-08
onmt_pg,abssentrw,0.0001749576
abssentrw,seneca,9.474908e-10
BART,onmt_pg,0.01390004
BART,seneca,2.100759e-34
onmt_pg,seneca,7.400362e-20
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,0.607875
BART,__REFERENCE__,3.119225e-12
onmt_pg,__REFERENCE__,1.230611e-10
__REFERENCE__,seneca,2.568651e-05
BART,abssentrw,5.399531e-08
onmt_pg,abssentrw,1.74075e-05
abssentrw,seneca,4.976874e-06
BART,onmt_pg,0.1593707
BART,seneca,2.504732e-19
onmt_pg,seneca,4.418523e-15
__REFERENCE__,abssentrw,0.2284674
BART,__REFERENCE__,3.361766e-06
onmt_pg,__REFERENCE__,0.04124401
__REFERENCE__,seneca,1.417846e-06
BART,abssentrw,6.122563e-07
onmt_pg,abssentrw,0.0003546689
abssentrw,seneca,0.003730543
BART,onmt_pg,0.008421317
BART,seneca,9.279171e-22
onmt_pg,seneca,7.864644e-08
__REFERENCE__,abssentrw,0.5230561
BART,__REFERENCE__,1.768115e-07
onmt_pg,__REFERENCE__,2.34058e-05
__REFERENCE__,seneca,2.242551e-06
BART,abssentrw,0.001295934
onmt_pg,abssentrw,0.02969615
abssentrw,seneca,1.726417e-06
BART,onmt_pg,0.04982682
BART,seneca,1.188543e-21
onmt_pg,seneca,1.327715e-14
__REFERENCE__,abssentrw,0.01087677
BART,__REFERENCE__,3.467965e-09
onmt_pg,__REFERENCE__,0.003762651
__REFERENCE__,seneca,0.02606192
BART,abssentrw,8.363665e-15
onmt_pg,abssentrw,9.961405e-09
abssentrw,seneca,0.9173975
BART,onmt_pg,4.772857e-05
BART,seneca,3.9906e-15
onmt_pg,seneca,0.000317037
__REFERENCE__,abssentrw,0.260291
BART,__REFERENCE__,1.837123e-12
onmt_pg,__REFERENCE__,0.002157619
__REFERENCE__,seneca,0.003813051
BART,abssentrw,9.018225e-09
onmt_pg,abssentrw,2.106475e-07
abssentrw,seneca,0.08663425
BART,onmt_pg,0.01065984
BART,seneca,6.893714e-23
onmt_pg,seneca,5.194502e-06
__REFERENCE__,abssentrw,0.0590852
BART,__REFERENCE__,4.589917e-08
onmt_pg,__REFERENCE__,0.001187714
__REFERENCE__,seneca,0.00917946
BART,abssentrw,3.875207e-10
onmt_pg,abssentrw,2.216618e-06
abssentrw,seneca,0.3058278
BART,onmt_pg,0.0001893361
BART,seneca,4.342958e-18
onmt_pg,seneca,3.248646e-08
__REFERENCE__,abssentrw,0.9850709
BART,__REFERENCE__,3.969225e-11
onmt_pg,__REFERENCE__,0.0002927551
__REFERENCE__,seneca,1.299487e-08
BART,abssentrw,4.653525e-06
onmt_pg,abssentrw,0.03741458
abssentrw,seneca,9.538056e-08
BART,onmt_pg,0.002913196
BART,seneca,3.354319e-31
onmt_pg,seneca,5.198193e-14
__REFERENCE__,abssentrw,0.05788668
BART,__REFERENCE__,2.708847e-08
onmt_pg,__REFERENCE__,0.0004023838
__REFERENCE__,seneca,0.0003389575
BART,abssentrw,8.909233e-10
onmt_pg,abssentrw,1.246689e-08
abssentrw,seneca,0.06918085
BART,onmt_pg,0.0005040937
BART,seneca,9.587976e-31
onmt_pg,seneca,1.073035e-19
__REFERENCE__,abssentrw,0.8596067
BART,__REFERENCE__,2.270202e-05
onmt_pg,__REFERENCE__,4.72596e-05
__REFERENCE__,seneca,1.502025e-06
BART,abssentrw,9.606823e-06
onmt_pg,abssentrw,9.263034e-07
abssentrw,seneca,1.425351e-05
BART,onmt_pg,0.2169692
BART,seneca,2.61994e-27
onmt_pg,seneca,9.737108e-13
__REFERENCE__,abssentrw,0.6892305
BART,__REFERENCE__,4.044077e-09
onmt_pg,__REFERENCE__,0.03182285
__REFERENCE__,seneca,0.003508755
BART,abssentrw,8.957522e-06
onmt_pg,abssentrw,0.02003457
abssentrw,seneca,0.07148046
BART,onmt_pg,1.456298e-05
BART,seneca,4.307545e-20
onmt_pg,seneca,3.636128e-06
__REFERENCE__,abssentrw,0.001184328
BART,__REFERENCE__,1.367842e-07
onmt_pg,__REFERENCE__,0.002513754
__REFERENCE__,seneca,0.0001016943
BART,abssentrw,5.415935e-15
onmt_pg,abssentrw,5.232228e-11
abssentrw,seneca,0.3827089
BART,onmt_pg,0.05099161
BART,seneca,2.040477e-21
onmt_pg,seneca,1.798892e-08
__REFERENCE__,abssentrw,0.1844855
BART,__REFERENCE__,3.062898e-06
onmt_pg,__REFERENCE__,0.0004548013
__REFERENCE__,seneca,0.005786463
BART,abssentrw,3.319168e-06
onmt_pg,abssentrw,0.0006747571
abssentrw,seneca,0.2380007
BART,onmt_pg,0.03407352
BART,seneca,3.977146e-17
onmt_pg,seneca,1.76363e-05
__REFERENCE__,abssentrw,0.1624585
BART,__REFERENCE__,2.366738e-08
onmt_pg,__REFERENCE__,9.481498e-06
__REFERENCE__,seneca,0.0008538011
BART,abssentrw,1.160763e-09
onmt_pg,abssentrw,2.444769e-06
abssentrw,seneca,0.2740551
BART,onmt_pg,0.00843086
BART,seneca,2.330964e-16
onmt_pg,seneca,3.272123e-09
__REFERENCE__,abssentrw,0.3562589
BART,__REFERENCE__,4.10883e-08
onmt_pg,__REFERENCE__,0.001593102
__REFERENCE__,seneca,1.618633e-05
BART,abssentrw,0.002714481
abssentrw,onmt_pg,0.06528912
abssentrw,seneca,0.00168209
BART,onmt_pg,0.01034694
BART,seneca,8.207195e-15
onmt_pg,seneca,3.618619e-08
__REFERENCE__,abssentrw,0.2781882
BART,__REFERENCE__,5.140691e-12
onmt_pg,__REFERENCE__,5.409558e-06
__REFERENCE__,seneca,0.01235412
BART,abssentrw,0.000144136
onmt_pg,abssentrw,0.007055509
abssentrw,seneca,0.01292464
BART,onmt_pg,0.0269296
BART,seneca,3.884894e-12
onmt_pg,seneca,1.463099e-06
__REFERENCE__,abssentrw,0.6413857
BART,__REFERENCE__,1.134208e-07
onmt_pg,__REFERENCE__,0.0006111099
__REFERENCE__,seneca,0.0002514718
BART,abssentrw,0.001042906
onmt_pg,abssentrw,0.003424082
abssentrw,seneca,0.009173055
BART,onmt_pg,0.1325114
BART,seneca,6.045271e-16
onmt_pg,seneca,2.308358e-07
__REFERENCE__,abssentrw,0.03777468
BART,__REFERENCE__,8.189531e-17
onmt_pg,__REFERENCE__,0.0003984629
__REFERENCE__,seneca,0.007476475
BART,abssentrw,3.629034e-12
onmt_pg,abssentrw,3.531362e-11
abssentrw,seneca,0.5311349
BART,onmt_pg,0.002733132
BART,seneca,8.748959e-18
onmt_pg,seneca,1.375174e-10
__REFERENCE__,abssentrw,0.448774
BART,__REFERENCE__,9.484814e-12
onmt_pg,__REFERENCE__,0.01475187
__REFERENCE__,seneca,0.0006972502
BART,abssentrw,2.225284e-07
onmt_pg,abssentrw,0.001358309
abssentrw,seneca,0.04067306
BART,onmt_pg,8.259874e-06
BART,seneca,1.19813e-14
onmt_pg,seneca,1.816622e-06
__REFERENCE__,abssentrw,0.6876698
BART,__REFERENCE__,7.164912e-06
__REFERENCE__,onmt_pg,0.1411616
__REFERENCE__,seneca,4.071035e-07
BART,abssentrw,2.833975e-06
abssentrw,onmt_pg,0.06041431
abssentrw,seneca,0.0006637108
BART,onmt_pg,3.226053e-05
BART,seneca,2.098208e-19
onmt_pg,seneca,5.455774e-09
__REFERENCE__,abssentrw,0.9088403
BART,__REFERENCE__,6.70045e-07
onmt_pg,__REFERENCE__,0.002711912
__REFERENCE__,seneca,3.956251e-06
BART,abssentrw,1.215182e-06
onmt_pg,abssentrw,0.0009344257
abssentrw,seneca,2.564857e-05
BART,onmt_pg,0.01450041
BART,seneca,6.307009e-18
onmt_pg,seneca,4.69353e-15
__REFERENCE__,abssentrw,0.5731977
BART,__REFERENCE__,4.707798e-10
onmt_pg,__REFERENCE__,0.001177528
__REFERENCE__,seneca,7.107526e-06
BART,abssentrw,4.711804e-07
onmt_pg,abssentrw,0.001970607
abssentrw,seneca,0.005905208
BART,onmt_pg,0.007125197
BART,seneca,2.949303e-24
onmt_pg,seneca,1.686082e-12
__REFERENCE__,abssentrw,0.06313473
BART,__REFERENCE__,0.0003371101
onmt_pg,__REFERENCE__,0.01465526
__REFERENCE__,seneca,1.160376e-10
BART,abssentrw,7.375348e-06
onmt_pg,abssentrw,0.0001637943
abssentrw,seneca,0.002921879
BART,onmt_pg,0.1033979
BART,seneca,4.086365e-23
onmt_pg,seneca,3.915592e-14
__REFERENCE__,abssentrw,0.3244393
BART,__REFERENCE__,2.418433e-07
onmt_pg,__REFERENCE__,0.002872874
__REFERENCE__,seneca,1.288665e-06
BART,abssentrw,6.292259e-08
onmt_pg,abssentrw,0.0002664937
abssentrw,seneca,0.0001295795
BART,onmt_pg,0.02056467
BART,seneca,8.476776e-25
onmt_pg,seneca,3.67995e-11
__REFERENCE__,abssentrw,0.5954177
BART,__REFERENCE__,1.614739e-09
onmt_pg,__REFERENCE__,0.001699128
__REFERENCE__,seneca,0.01458235
BART,abssentrw,2.032601e-09
onmt_pg,abssentrw,0.04258684
abssentrw,seneca,0.006330887
BART,onmt_pg,4.259878e-06
BART,seneca,8.934617e-16
onmt_pg,seneca,2.555187e-05
__REFERENCE__,abssentrw,0.2063973
BART,__REFERENCE__,9.536557e-12
onmt_pg,__REFERENCE__,0.0004823306
__REFERENCE__,seneca,0.000148235
BART,abssentrw,6.356052e-08
onmt_pg,abssentrw,0.0002301257
abssentrw,seneca,0.2108916
BART,onmt_pg,1.847939e-05
BART,seneca,4.247773e-39
onmt_pg,seneca,6.735098e-12
__REFERENCE__,abssentrw,0.2191538
BART,__REFERENCE__,5.447309e-09
onmt_pg,__REFERENCE__,3.55623e-10
__REFERENCE__,seneca,0.0007338762
BART,abssentrw,5.960417e-05
onmt_pg,abssentrw,1.114988e-05
abssentrw,seneca,0.0001950287
BART,onmt_pg,0.33885
BART,seneca,2.299814e-17
onmt_pg,seneca,2.075691e-08
__REFERENCE__,abssentrw,0.02521491
BART,__REFERENCE__,2.459241e-08
__REFERENCE__,onmt_pg,0.1197042
__REFERENCE__,seneca,2.951638e-05
BART,abssentrw,2.071967e-09
onmt_pg,abssentrw,4.53774e-06
abssentrw,seneca,0.2168844
BART,onmt_pg,0.0001218322
BART,seneca,3.235447e-25
