,,p_value
__REFERENCE__,abssentrw,4.889935e-17
__REFERENCE__,BART,6.485335e-05
__REFERENCE__,onmt_pg,1.020662e-06
__REFERENCE__,seneca,1.139533e-20
BART,abssentrw,7.656024e-07
onmt_pg,abssentrw,3.901221e-07
abssentrw,seneca,0.6203071
BART,onmt_pg,0.3638543
BART,seneca,5.04234e-09
onmt_pg,seneca,5.848319e-08
__REFERENCE__,abssentrw,1.380767e-12
__REFERENCE__,BART,0.0004958897
__REFERENCE__,onmt_pg,1.82726e-05
__REFERENCE__,seneca,1.972663e-13
BART,abssentrw,8.150894e-05
onmt_pg,abssentrw,8.604031e-05
abssentrw,seneca,0.9953542
BART,onmt_pg,0.3850802
BART,seneca,1.472381e-05
onmt_pg,seneca,0.0001393715
__REFERENCE__,abssentrw,3.041255e-20
__REFERENCE__,BART,0.02204826
__REFERENCE__,onmt_pg,4.86917e-05
__REFERENCE__,seneca,8.542828e-12
BART,abssentrw,7.886598e-15
onmt_pg,abssentrw,1.586578e-09
seneca,abssentrw,0.0002254342
BART,onmt_pg,0.03295157
BART,seneca,5.449681e-07
onmt_pg,seneca,0.004635831
__REFERENCE__,abssentrw,1.032086e-19
__REFERENCE__,BART,0.003239763
__REFERENCE__,onmt_pg,5.045139e-07
__REFERENCE__,seneca,3.769578e-15
BART,abssentrw,6.451558e-11
onmt_pg,abssentrw,2.644101e-10
seneca,abssentrw,0.008648079
BART,onmt_pg,0.04783171
BART,seneca,7.439345e-08
onmt_pg,seneca,0.0008578935
__REFERENCE__,abssentrw,7.89209e-16
__REFERENCE__,BART,6.781331e-05
__REFERENCE__,onmt_pg,1.51569e-06
__REFERENCE__,seneca,4.866931e-18
BART,abssentrw,6.631151e-08
onmt_pg,abssentrw,4.642021e-05
abssentrw,seneca,0.957671
BART,onmt_pg,0.1199349
BART,seneca,2.660678e-10
onmt_pg,seneca,5.839616e-06
__REFERENCE__,abssentrw,6.810278e-13
__REFERENCE__,BART,0.02928553
__REFERENCE__,onmt_pg,0.003883509
__REFERENCE__,seneca,2.985402e-12
BART,abssentrw,4.165616e-07
onmt_pg,abssentrw,4.037332e-07
abssentrw,seneca,0.4878763
BART,onmt_pg,0.3279434
BART,seneca,5.169357e-08
onmt_pg,seneca,8.254385e-06
__REFERENCE__,abssentrw,4.131369e-15
__REFERENCE__,BART,0.3856793
__REFERENCE__,onmt_pg,0.00061075
__REFERENCE__,seneca,1.355841e-06
BART,abssentrw,1.663191e-11
onmt_pg,abssentrw,8.809177e-08
seneca,abssentrw,0.005523215
BART,onmt_pg,0.003566418
BART,seneca,3.922194e-06
onmt_pg,seneca,0.05498268
__REFERENCE__,abssentrw,2.016256e-14
__REFERENCE__,BART,0.02072656
__REFERENCE__,onmt_pg,0.04859974
__REFERENCE__,seneca,7.700064e-10
BART,abssentrw,9.617854e-08
onmt_pg,abssentrw,2.760138e-11
seneca,abssentrw,0.04480717
BART,onmt_pg,0.6943421
BART,seneca,7.214296e-07
onmt_pg,seneca,2.582595e-07
__REFERENCE__,abssentrw,2.267706e-12
__REFERENCE__,BART,0.02319351
__REFERENCE__,onmt_pg,0.000184774
__REFERENCE__,seneca,8.581805e-12
BART,abssentrw,7.104356e-06
onmt_pg,abssentrw,2.56757e-06
abssentrw,seneca,0.1365403
BART,onmt_pg,0.167961
BART,seneca,2.023908e-06
onmt_pg,seneca,0.000130441
__REFERENCE__,abssentrw,6.820806e-13
__REFERENCE__,BART,0.01209073
__REFERENCE__,onmt_pg,0.004950858
__REFERENCE__,seneca,3.956603e-10
BART,abssentrw,3.980882e-09
onmt_pg,abssentrw,1.146119e-08
seneca,abssentrw,0.01307732
BART,onmt_pg,0.6086774
BART,seneca,2.10122e-07
onmt_pg,seneca,1.017473e-05
__REFERENCE__,abssentrw,4.343477e-13
__REFERENCE__,BART,0.0008268318
__REFERENCE__,onmt_pg,0.0002173429
__REFERENCE__,seneca,1.295605e-09
BART,abssentrw,3.903393e-06
onmt_pg,abssentrw,1.661867e-05
seneca,abssentrw,0.02650628
BART,onmt_pg,0.4493553
BART,seneca,0.001110033
onmt_pg,seneca,0.01069298
__REFERENCE__,abssentrw,9.181183e-20
__REFERENCE__,BART,0.02061325
__REFERENCE__,onmt_pg,4.194266e-07
__REFERENCE__,seneca,1.008522e-13
BART,abssentrw,1.508871e-10
onmt_pg,abssentrw,1.55811e-06
seneca,abssentrw,0.02628362
BART,onmt_pg,0.003825613
BART,seneca,5.973095e-09
onmt_pg,seneca,0.002481655
__REFERENCE__,abssentrw,2.527346e-17
__REFERENCE__,BART,0.006661126
__REFERENCE__,onmt_pg,4.008058e-06
__REFERENCE__,seneca,3.026093e-15
BART,abssentrw,5.037292e-14
onmt_pg,abssentrw,4.671839e-09
seneca,abssentrw,0.0257082
BART,onmt_pg,0.02066295
BART,seneca,2.773836e-11
onmt_pg,seneca,1.806714e-06
__REFERENCE__,abssentrw,3.819252e-11
__REFERENCE__,BART,0.007525228
__REFERENCE__,onmt_pg,0.00214645
__REFERENCE__,seneca,2.766161e-20
BART,abssentrw,2.463459e-05
onmt_pg,abssentrw,2.758624e-05
abssentrw,seneca,0.3567934
BART,onmt_pg,0.5583779
BART,seneca,3.5752e-14
onmt_pg,seneca,3.559075e-10
__REFERENCE__,abssentrw,5.620615e-14
__REFERENCE__,BART,0.0008750273
__REFERENCE__,onmt_pg,1.676946e-06
__REFERENCE__,seneca,6.74703e-16
BART,abssentrw,3.459893e-06
onmt_pg,abssentrw,7.073402e-06
abssentrw,seneca,0.4445725
BART,onmt_pg,0.1397164
BART,seneca,1.44482e-06
onmt_pg,seneca,0.0001130957
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,3.636366e-15
__REFERENCE__,BART,0.000432577
__REFERENCE__,onmt_pg,1.360246e-06
__REFERENCE__,seneca,1.273904e-16
BART,abssentrw,1.104789e-06
onmt_pg,abssentrw,2.04214e-06
abssentrw,seneca,0.1381636
BART,onmt_pg,0.1266869
BART,seneca,6.275205e-08
onmt_pg,seneca,6.899212e-06
__REFERENCE__,abssentrw,2.348862e-15
__REFERENCE__,BART,0.03096299
__REFERENCE__,onmt_pg,9.993483e-08
__REFERENCE__,seneca,8.183024e-16
BART,abssentrw,3.273188e-09
onmt_pg,abssentrw,2.245813e-05
abssentrw,seneca,0.2612489
BART,onmt_pg,0.0007995877
BART,seneca,5.463771e-09
onmt_pg,seneca,0.003576896
__REFERENCE__,abssentrw,2.283392e-15
__REFERENCE__,BART,0.1771378
__REFERENCE__,onmt_pg,2.544641e-05
__REFERENCE__,seneca,3.438399e-15
BART,abssentrw,6.804396e-11
onmt_pg,abssentrw,2.84342e-06
abssentrw,seneca,0.2114713
BART,onmt_pg,0.001353174
BART,seneca,3.509876e-13
onmt_pg,seneca,2.963816e-05
__REFERENCE__,abssentrw,3.942482e-24
__REFERENCE__,BART,8.721076e-07
__REFERENCE__,onmt_pg,1.988503e-06
__REFERENCE__,seneca,1.853673e-20
BART,abssentrw,1.688864e-10
onmt_pg,abssentrw,2.628811e-09
abssentrw,seneca,0.3012139
BART,onmt_pg,0.9028415
BART,seneca,3.722638e-09
onmt_pg,seneca,7.962592e-07
__REFERENCE__,abssentrw,7.813802e-14
__REFERENCE__,BART,0.007859196
__REFERENCE__,onmt_pg,0.01711343
__REFERENCE__,seneca,2.341157e-14
BART,abssentrw,6.957404e-07
onmt_pg,abssentrw,2.252662e-07
abssentrw,seneca,0.4731748
BART,onmt_pg,0.8929894
BART,seneca,5.255061e-08
onmt_pg,seneca,3.825885e-07
__REFERENCE__,abssentrw,6.647193e-17
__REFERENCE__,BART,0.07417807
__REFERENCE__,onmt_pg,0.003258914
__REFERENCE__,seneca,5.984381e-18
BART,abssentrw,1.754508e-07
onmt_pg,abssentrw,5.387229e-10
abssentrw,seneca,0.279954
BART,onmt_pg,0.553104
BART,seneca,1.970807e-09
onmt_pg,seneca,7.510587e-10
__REFERENCE__,abssentrw,1.300407e-13
__REFERENCE__,BART,0.01822901
__REFERENCE__,onmt_pg,0.001272253
__REFERENCE__,seneca,1.023722e-11
BART,abssentrw,2.058289e-08
onmt_pg,abssentrw,1.19662e-06
abssentrw,seneca,0.1232851
BART,onmt_pg,0.3471308
BART,seneca,3.218667e-06
onmt_pg,seneca,0.0004253187
__REFERENCE__,abssentrw,3.301556e-19
__REFERENCE__,BART,5.568787e-06
__REFERENCE__,onmt_pg,3.128604e-07
__REFERENCE__,seneca,3.550908e-20
BART,abssentrw,1.375934e-09
onmt_pg,abssentrw,1.029977e-09
seneca,abssentrw,0.03791414
BART,onmt_pg,0.2350157
BART,seneca,1.189957e-08
onmt_pg,seneca,2.311308e-06
__REFERENCE__,abssentrw,1.221166e-13
__REFERENCE__,BART,0.005876857
__REFERENCE__,onmt_pg,1.558701e-05
__REFERENCE__,seneca,1.207217e-18
BART,abssentrw,5.277767e-08
onmt_pg,abssentrw,5.196797e-06
abssentrw,seneca,0.3353919
BART,onmt_pg,0.03177022
BART,seneca,1.47951e-10
onmt_pg,seneca,4.436919e-05
__REFERENCE__,abssentrw,9.305805e-14
__REFERENCE__,BART,0.01120872
__REFERENCE__,onmt_pg,1.591113e-05
__REFERENCE__,seneca,4.746358e-14
BART,abssentrw,4.367851e-07
onmt_pg,abssentrw,9.391049e-05
abssentrw,seneca,0.9584625
BART,onmt_pg,0.04349456
BART,seneca,4.7665e-09
onmt_pg,seneca,0.0001251719
__REFERENCE__,abssentrw,5.021515e-20
__REFERENCE__,BART,0.0008102112
__REFERENCE__,onmt_pg,8.506559e-07
__REFERENCE__,seneca,4.687059e-12
BART,abssentrw,5.542973e-09
onmt_pg,abssentrw,6.698948e-09
seneca,abssentrw,0.001912001
BART,onmt_pg,0.1863231
BART,seneca,4.016463e-05
onmt_pg,seneca,0.003290091
__REFERENCE__,abssentrw,1.005268e-15
__REFERENCE__,BART,0.08453026
__REFERENCE__,onmt_pg,0.009526353
__REFERENCE__,seneca,9.810216e-13
BART,abssentrw,3.006894e-13
onmt_pg,abssentrw,1.480064e-12
seneca,abssentrw,0.004359498
BART,onmt_pg,0.3549052
BART,seneca,2.927585e-09
onmt_pg,seneca,4.136701e-08
__REFERENCE__,abssentrw,4.168835e-18
__REFERENCE__,BART,0.009053126
__REFERENCE__,onmt_pg,6.616072e-05
__REFERENCE__,seneca,1.071631e-11
BART,abssentrw,9.045078e-10
onmt_pg,abssentrw,3.515116e-07
seneca,abssentrw,0.04730243
BART,onmt_pg,0.06042409
BART,seneca,7.173907e-08
onmt_pg,seneca,0.001535385
__REFERENCE__,abssentrw,1.601871e-17
__REFERENCE__,BART,0.1249545
__REFERENCE__,onmt_pg,0.0003029726
__REFERENCE__,seneca,6.707179e-15
BART,abssentrw,5.409186e-09
onmt_pg,abssentrw,1.035315e-09
seneca,abssentrw,0.006812293
BART,onmt_pg,0.07008441
BART,seneca,9.591785e-08
onmt_pg,seneca,9.005598e-06
__REFERENCE__,abssentrw,6.566076e-21
__REFERENCE__,BART,0.01444237
__REFERENCE__,onmt_pg,2.204361e-05
__REFERENCE__,seneca,2.859914e-12
BART,abssentrw,3.697282e-12
onmt_pg,abssentrw,2.912715e-10
seneca,abssentrw,0.003004365
BART,onmt_pg,0.09318273
BART,seneca,4.901647e-07
onmt_pg,seneca,0.001318557
__REFERENCE__,abssentrw,5.780778e-16
__REFERENCE__,BART,0.0001005978
__REFERENCE__,onmt_pg,2.060409e-06
__REFERENCE__,seneca,2.802512e-12
BART,abssentrw,3.652946e-06
onmt_pg,abssentrw,1.17102e-06
seneca,abssentrw,0.02559247
BART,onmt_pg,0.3553695
BART,seneca,0.0005120683
onmt_pg,seneca,0.003486021
__REFERENCE__,abssentrw,6.811113e-19
__REFERENCE__,BART,0.02446605
__REFERENCE__,onmt_pg,4.556607e-05
__REFERENCE__,seneca,2.921998e-19
BART,abssentrw,2.765887e-09
onmt_pg,abssentrw,5.639447e-07
abssentrw,seneca,0.27204
BART,onmt_pg,0.04196179
BART,seneca,3.786009e-12
onmt_pg,seneca,9.741368e-07
__REFERENCE__,abssentrw,2.156208e-19
__REFERENCE__,BART,0.01574745
__REFERENCE__,onmt_pg,3.729068e-08
__REFERENCE__,seneca,2.430402e-17
BART,abssentrw,2.303683e-12
onmt_pg,abssentrw,1.284816e-07
seneca,abssentrw,0.03326166
BART,onmt_pg,0.0009723856
BART,seneca,3.9435e-11
onmt_pg,seneca,0.0002069133
__REFERENCE__,abssentrw,1.466976e-15
__REFERENCE__,BART,0.001162926
__REFERENCE__,onmt_pg,3.292075e-06
__REFERENCE__,seneca,3.695848e-11
BART,abssentrw,2.545593e-07
onmt_pg,abssentrw,1.648612e-06
abssentrw,seneca,0.05701377
BART,onmt_pg,0.1100537
BART,seneca,2.222696e-06
onmt_pg,seneca,0.002170837
__REFERENCE__,abssentrw,1.993962e-15
__REFERENCE__,BART,0.1111464
__REFERENCE__,onmt_pg,0.001634749
__REFERENCE__,seneca,1.736482e-11
BART,abssentrw,4.495266e-10
onmt_pg,abssentrw,1.607037e-07
abssentrw,seneca,0.08329013
BART,onmt_pg,0.08202545
BART,seneca,2.897441e-08
onmt_pg,seneca,0.000202382
__REFERENCE__,abssentrw,1.040037e-20
__REFERENCE__,BART,0.001070808
__REFERENCE__,onmt_pg,9.324132e-09
__REFERENCE__,seneca,2.329587e-15
BART,abssentrw,7.444583e-11
onmt_pg,abssentrw,6.253161e-09
seneca,abssentrw,0.0001209349
BART,onmt_pg,0.02119506
BART,seneca,2.748456e-07
onmt_pg,seneca,0.01265013
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,2.627794e-14
__REFERENCE__,BART,0.04898704
__REFERENCE__,onmt_pg,0.01763144
__REFERENCE__,seneca,8.150219e-14
BART,abssentrw,9.627219e-08
onmt_pg,abssentrw,5.971638e-10
seneca,abssentrw,0.0187492
BART,onmt_pg,0.5933337
BART,seneca,2.521494e-06
onmt_pg,seneca,9.841322e-06
__REFERENCE__,abssentrw,2.228614e-11
__REFERENCE__,BART,0.5111679
__REFERENCE__,onmt_pg,0.03278003
__REFERENCE__,seneca,1.774918e-11
BART,abssentrw,6.001708e-12
onmt_pg,abssentrw,1.390486e-09
abssentrw,seneca,0.17269
BART,onmt_pg,0.05520343
BART,seneca,2.257083e-12
onmt_pg,seneca,3.574823e-06
__REFERENCE__,abssentrw,5.402652e-10
__REFERENCE__,BART,0.00414776
__REFERENCE__,onmt_pg,0.01176532
__REFERENCE__,seneca,3.250359e-11
BART,abssentrw,1.094699e-05
onmt_pg,abssentrw,3.44196e-07
abssentrw,seneca,0.5539979
BART,onmt_pg,0.8921392
BART,seneca,6.22556e-07
onmt_pg,seneca,1.865375e-06
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,8.630138e-12
__REFERENCE__,BART,2.703734e-05
__REFERENCE__,onmt_pg,2.731348e-09
__REFERENCE__,seneca,5.810405e-19
BART,abssentrw,7.062298e-05
onmt_pg,abssentrw,0.01204553
abssentrw,seneca,0.9002388
BART,onmt_pg,0.0081425
BART,seneca,5.116174e-10
onmt_pg,seneca,0.0003849755
__REFERENCE__,abssentrw,3.98009e-19
__REFERENCE__,BART,0.1753174
__REFERENCE__,onmt_pg,0.004531835
__REFERENCE__,seneca,2.209502e-16
BART,abssentrw,7.810837e-11
onmt_pg,abssentrw,1.442649e-10
seneca,abssentrw,0.02884022
BART,onmt_pg,0.1909138
BART,seneca,2.134898e-11
onmt_pg,seneca,7.464061e-07
__REFERENCE__,abssentrw,1.337289e-10
__REFERENCE__,BART,0.05598167
__REFERENCE__,onmt_pg,0.001125883
__REFERENCE__,seneca,2.615845e-11
BART,abssentrw,6.053432e-07
onmt_pg,abssentrw,3.198519e-06
abssentrw,seneca,0.6323267
BART,onmt_pg,0.1962661
BART,seneca,6.257816e-09
onmt_pg,seneca,3.275431e-05
__REFERENCE__,abssentrw,8.107885e-14
__REFERENCE__,BART,0.2053611
__REFERENCE__,onmt_pg,0.02115418
__REFERENCE__,seneca,1.173123e-11
BART,abssentrw,8.14188e-10
onmt_pg,abssentrw,2.654173e-11
abssentrw,seneca,0.1027447
BART,onmt_pg,0.2920004
BART,seneca,2.216633e-08
onmt_pg,seneca,1.03366e-06
__REFERENCE__,abssentrw,2.604797e-16
__REFERENCE__,BART,0.1468592
__REFERENCE__,onmt_pg,0.0005291236
__REFERENCE__,seneca,1.520604e-13
BART,abssentrw,5.808912e-09
onmt_pg,abssentrw,4.355889e-07
abssentrw,seneca,0.1694111
BART,onmt_pg,0.03395183
BART,seneca,4.079454e-09
onmt_pg,seneca,4.16808e-06
__REFERENCE__,abssentrw,9.234086e-19
__REFERENCE__,BART,0.02141409
__REFERENCE__,onmt_pg,0.04309597
__REFERENCE__,seneca,1.369082e-09
BART,abssentrw,8.067816e-10
onmt_pg,abssentrw,4.873638e-13
seneca,abssentrw,0.0007006499
BART,onmt_pg,0.817582
BART,seneca,1.85561e-05
onmt_pg,seneca,9.315072e-06
__REFERENCE__,abssentrw,4.875385e-14
__REFERENCE__,BART,0.002578316
__REFERENCE__,onmt_pg,0.007743236
__REFERENCE__,seneca,2.82019e-09
BART,abssentrw,4.813801e-06
onmt_pg,abssentrw,2.623799e-07
seneca,abssentrw,0.02484842
BART,onmt_pg,0.9059413
BART,seneca,0.00102553
onmt_pg,seneca,0.001061693
__REFERENCE__,abssentrw,1.087631e-18
__REFERENCE__,BART,0.05077149
__REFERENCE__,onmt_pg,0.0002143704
__REFERENCE__,seneca,6.437511e-16
BART,abssentrw,1.226049e-10
onmt_pg,abssentrw,6.636276e-10
abssentrw,seneca,0.2900949
BART,onmt_pg,0.1000859
BART,seneca,9.631604e-10
onmt_pg,seneca,1.321824e-06
__REFERENCE__,abssentrw,6.979429e-11
__REFERENCE__,BART,0.07380365
__REFERENCE__,onmt_pg,0.002837381
__REFERENCE__,seneca,1.227343e-13
BART,abssentrw,7.814027e-07
onmt_pg,abssentrw,1.606831e-06
abssentrw,seneca,0.7950923
BART,onmt_pg,0.1586152
BART,seneca,1.023244e-09
onmt_pg,seneca,2.9241e-07
__REFERENCE__,abssentrw,2.173687e-20
__REFERENCE__,BART,0.5024265
__REFERENCE__,onmt_pg,2.538625e-06
__REFERENCE__,seneca,7.858412e-15
BART,abssentrw,2.047434e-15
onmt_pg,abssentrw,4.452474e-10
seneca,abssentrw,0.02376331
BART,onmt_pg,0.0001439827
BART,seneca,1.308923e-12
onmt_pg,seneca,7.924379e-05
__REFERENCE__,abssentrw,6.654382e-12
__REFERENCE__,BART,0.003194384
__REFERENCE__,onmt_pg,0.002173835
__REFERENCE__,seneca,2.379519e-11
BART,abssentrw,1.235582e-06
onmt_pg,abssentrw,3.37541e-08
abssentrw,seneca,0.4752878
BART,onmt_pg,0.9691665
BART,seneca,5.196343e-07
onmt_pg,seneca,7.593094e-07
__REFERENCE__,abssentrw,4.355916e-14
__REFERENCE__,BART,0.03990649
__REFERENCE__,onmt_pg,0.0001791914
__REFERENCE__,seneca,1.695988e-11
BART,abssentrw,1.26557e-06
onmt_pg,abssentrw,6.358332e-06
abssentrw,seneca,0.06434696
BART,onmt_pg,0.1688488
BART,seneca,6.972094e-06
onmt_pg,seneca,0.002255925
__REFERENCE__,abssentrw,4.007947e-19
__REFERENCE__,BART,0.254923
__REFERENCE__,onmt_pg,0.001841722
__REFERENCE__,seneca,7.175786e-15
BART,abssentrw,5.142445e-11
onmt_pg,abssentrw,3.365344e-10
abssentrw,seneca,0.2472457
BART,onmt_pg,0.07376698
BART,seneca,1.589391e-12
onmt_pg,seneca,1.135334e-08
__REFERENCE__,abssentrw,1.433894e-20
__REFERENCE__,BART,3.514702e-05
__REFERENCE__,onmt_pg,9.218688e-09
__REFERENCE__,seneca,1.666784e-15
BART,abssentrw,1.147101e-11
onmt_pg,abssentrw,1.328502e-08
seneca,abssentrw,7.756462e-05
BART,onmt_pg,0.07915735
BART,seneca,4.092921e-05
onmt_pg,seneca,0.01514828
__REFERENCE__,abssentrw,3.564659e-19
__REFERENCE__,BART,0.001769027
__REFERENCE__,onmt_pg,8.000983e-05
__REFERENCE__,seneca,1.413616e-12
BART,abssentrw,6.078111e-10
onmt_pg,abssentrw,8.261315e-10
seneca,abssentrw,9.167958e-06
BART,onmt_pg,0.1499986
BART,seneca,3.457737e-05
onmt_pg,seneca,0.007297261
__REFERENCE__,abssentrw,1.423739e-11
__REFERENCE__,BART,0.07344951
__REFERENCE__,onmt_pg,3.950006e-06
__REFERENCE__,seneca,9.119074e-14
BART,abssentrw,3.194971e-06
onmt_pg,abssentrw,8.624527e-05
abssentrw,seneca,0.480848
BART,onmt_pg,0.007606931
BART,seneca,5.954282e-08
onmt_pg,seneca,0.0003364085
__REFERENCE__,abssentrw,1.247409e-12
__REFERENCE__,BART,0.3395462
__REFERENCE__,onmt_pg,0.0002230159
__REFERENCE__,seneca,1.32453e-08
BART,abssentrw,1.425722e-09
onmt_pg,abssentrw,1.553314e-06
seneca,abssentrw,0.02508681
BART,onmt_pg,0.001071702
BART,seneca,1.524084e-08
onmt_pg,seneca,0.01121339
__REFERENCE__,abssentrw,4.718916e-17
__REFERENCE__,BART,0.0007054585
__REFERENCE__,onmt_pg,1.452749e-05
__REFERENCE__,seneca,1.894265e-13
BART,abssentrw,5.196928e-07
onmt_pg,abssentrw,1.758907e-08
seneca,abssentrw,0.0323387
BART,onmt_pg,0.7695625
BART,seneca,5.231759e-05
onmt_pg,seneca,4.516389e-05
__REFERENCE__,abssentrw,4.817598e-14
__REFERENCE__,BART,1.029245e-05
__REFERENCE__,onmt_pg,1.500986e-05
__REFERENCE__,seneca,1.348961e-18
BART,abssentrw,1.58956e-07
onmt_pg,abssentrw,1.54406e-08
abssentrw,seneca,0.8758707
BART,onmt_pg,0.5126064
BART,seneca,1.009891e-09
onmt_pg,seneca,9.954159e-09
__REFERENCE__,abssentrw,2.108674e-12
__REFERENCE__,BART,0.006055204
__REFERENCE__,onmt_pg,0.0002708758
__REFERENCE__,seneca,5.034152e-13
BART,abssentrw,7.309912e-06
onmt_pg,abssentrw,2.148758e-05
abssentrw,seneca,0.2141305
BART,onmt_pg,0.393695
BART,seneca,8.476809e-06
onmt_pg,seneca,0.0009037502
__REFERENCE__,abssentrw,6.668042e-18
__REFERENCE__,BART,0.001858781
__REFERENCE__,onmt_pg,0.0002448006
__REFERENCE__,seneca,3.96919e-16
BART,abssentrw,8.660194e-12
onmt_pg,abssentrw,3.391546e-13
seneca,abssentrw,0.005031633
BART,onmt_pg,0.4127259
BART,seneca,4.257821e-09
onmt_pg,seneca,2.923486e-08
__REFERENCE__,abssentrw,4.994311e-14
__REFERENCE__,BART,0.4544555
__REFERENCE__,onmt_pg,0.01705277
__REFERENCE__,seneca,2.173032e-11
BART,abssentrw,6.805012e-08
onmt_pg,abssentrw,2.747833e-07
abssentrw,seneca,0.09855822
BART,onmt_pg,0.1023902
BART,seneca,6.128801e-08
onmt_pg,seneca,3.099835e-06
__REFERENCE__,abssentrw,9.305114e-12
__REFERENCE__,BART,0.4651778
__REFERENCE__,onmt_pg,4.389758e-05
__REFERENCE__,seneca,5.380098e-12
BART,abssentrw,1.837777e-10
onmt_pg,abssentrw,4.860809e-05
abssentrw,seneca,0.07589799
BART,onmt_pg,0.0003644839
BART,seneca,3.17596e-10
onmt_pg,seneca,0.007592518
__REFERENCE__,abssentrw,1.398634e-13
__REFERENCE__,BART,0.04737275
__REFERENCE__,onmt_pg,0.0006509441
__REFERENCE__,seneca,3.711057e-11
BART,abssentrw,4.156896e-09
onmt_pg,abssentrw,2.217695e-10
seneca,abssentrw,0.0008301655
BART,onmt_pg,0.1210723
BART,seneca,2.810837e-05
onmt_pg,seneca,0.004147697
__REFERENCE__,abssentrw,1.623579e-11
__REFERENCE__,BART,0.03082331
__REFERENCE__,onmt_pg,0.001710745
__REFERENCE__,seneca,1.381252e-11
BART,abssentrw,3.981898e-06
onmt_pg,abssentrw,2.164142e-06
abssentrw,seneca,0.147314
BART,onmt_pg,0.2520207
BART,seneca,8.438093e-06
onmt_pg,seneca,0.0008203039
__REFERENCE__,abssentrw,5.423365e-20
__REFERENCE__,BART,0.009781036
__REFERENCE__,onmt_pg,0.0004067522
__REFERENCE__,seneca,1.229351e-11
BART,abssentrw,7.409302e-11
onmt_pg,abssentrw,5.24752e-11
seneca,abssentrw,0.0004046945
BART,onmt_pg,0.2340755
BART,seneca,8.159218e-06
onmt_pg,seneca,0.002372999
__REFERENCE__,abssentrw,1.768136e-16
__REFERENCE__,BART,0.001413073
__REFERENCE__,onmt_pg,4.912438e-06
__REFERENCE__,seneca,3.186316e-14
BART,abssentrw,1.500158e-08
onmt_pg,abssentrw,4.937687e-07
