,,p_value
__REFERENCE__,abssentrw,2.106028e-14
__REFERENCE__,BART,0.007316603
__REFERENCE__,onmt_pg,0.00146579
__REFERENCE__,seneca,1.209369e-08
BART,abssentrw,1.859139e-06
onmt_pg,abssentrw,2.178702e-07
seneca,abssentrw,0.003433376
BART,onmt_pg,0.6018838
BART,seneca,0.005531846
onmt_pg,seneca,0.002782273
__REFERENCE__,abssentrw,2.489922e-09
__REFERENCE__,BART,0.01848597
__REFERENCE__,onmt_pg,0.001279665
__REFERENCE__,seneca,4.726848e-11
BART,abssentrw,6.183022e-05
onmt_pg,abssentrw,1.021098e-05
abssentrw,seneca,0.3705215
BART,onmt_pg,0.4139795
BART,seneca,2.042972e-05
onmt_pg,seneca,0.0002876764
__REFERENCE__,abssentrw,1.87317e-06
__REFERENCE__,BART,0.8234569
__REFERENCE__,onmt_pg,0.07270678
__REFERENCE__,seneca,1.019145e-07
BART,abssentrw,1.806063e-05
onmt_pg,abssentrw,0.0001201177
abssentrw,seneca,0.1298894
BART,onmt_pg,0.1140092
BART,seneca,5.074776e-05
onmt_pg,seneca,0.004926412
__REFERENCE__,abssentrw,1.000032e-10
__REFERENCE__,BART,0.0871859
__REFERENCE__,onmt_pg,3.046573e-05
__REFERENCE__,seneca,4.401967e-08
BART,abssentrw,2.51248e-07
onmt_pg,abssentrw,0.000348231
abssentrw,seneca,0.1743087
BART,onmt_pg,0.002913331
BART,seneca,4.563569e-07
onmt_pg,seneca,0.006303871
__REFERENCE__,abssentrw,2.741005e-11
__REFERENCE__,BART,0.02511461
__REFERENCE__,onmt_pg,0.04390771
__REFERENCE__,seneca,4.211502e-10
BART,abssentrw,5.801651e-05
onmt_pg,abssentrw,1.135443e-05
abssentrw,seneca,0.8112202
BART,onmt_pg,0.8760488
BART,seneca,1.711973e-06
onmt_pg,seneca,1.207108e-05
__REFERENCE__,abssentrw,5.380868e-09
__REFERENCE__,BART,0.04879281
__REFERENCE__,onmt_pg,0.009203935
__REFERENCE__,seneca,1.241117e-08
BART,abssentrw,4.544653e-06
onmt_pg,abssentrw,3.499601e-05
abssentrw,seneca,0.4983968
BART,onmt_pg,0.525033
BART,seneca,4.929007e-06
onmt_pg,seneca,3.763939e-05
__REFERENCE__,abssentrw,9.992019e-12
__REFERENCE__,BART,0.09655815
__REFERENCE__,onmt_pg,2.593804e-06
__REFERENCE__,seneca,6.620035e-14
BART,abssentrw,7.506785e-10
onmt_pg,abssentrw,0.0001456621
abssentrw,seneca,0.7684717
BART,onmt_pg,0.0006917708
BART,seneca,1.304711e-11
onmt_pg,seneca,0.0006345418
__REFERENCE__,abssentrw,2.066879e-06
__REFERENCE__,BART,0.03478075
__REFERENCE__,onmt_pg,0.01436136
__REFERENCE__,seneca,5.348763e-10
BART,abssentrw,0.006116059
onmt_pg,abssentrw,0.003225456
abssentrw,seneca,0.4721355
BART,onmt_pg,0.6847617
BART,seneca,2.331375e-05
onmt_pg,seneca,5.818235e-05
__REFERENCE__,abssentrw,1.041373e-07
__REFERENCE__,BART,0.9264724
__REFERENCE__,onmt_pg,0.2130728
__REFERENCE__,seneca,3.474851e-08
BART,abssentrw,8.567382e-06
onmt_pg,abssentrw,8.065903e-06
abssentrw,seneca,0.5157747
BART,onmt_pg,0.295662
BART,seneca,1.243069e-07
onmt_pg,seneca,3.348156e-06
__REFERENCE__,abssentrw,2.762895e-10
__REFERENCE__,BART,0.03866896
__REFERENCE__,onmt_pg,5.876831e-06
__REFERENCE__,seneca,1.63844e-11
BART,abssentrw,1.870683e-07
onmt_pg,abssentrw,0.001192035
abssentrw,seneca,0.4626971
BART,onmt_pg,0.001184896
BART,seneca,2.514884e-08
onmt_pg,seneca,0.01263269
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,4.057979e-12
__REFERENCE__,BART,0.04703837
__REFERENCE__,onmt_pg,0.09623419
__REFERENCE__,seneca,3.163076e-11
BART,abssentrw,1.599366e-05
onmt_pg,abssentrw,3.39424e-07
abssentrw,seneca,0.79775
BART,onmt_pg,0.7080094
BART,seneca,2.170394e-07
onmt_pg,seneca,1.273496e-07
__REFERENCE__,abssentrw,2.216117e-10
__REFERENCE__,BART,1.102602e-06
__REFERENCE__,onmt_pg,0.000439156
__REFERENCE__,seneca,7.668376e-11
BART,abssentrw,0.004826522
onmt_pg,abssentrw,3.646753e-05
abssentrw,seneca,0.5297274
BART,onmt_pg,0.2881891
BART,seneca,0.001661207
onmt_pg,seneca,0.0003702725
__REFERENCE__,abssentrw,3.116849e-14
__REFERENCE__,BART,0.004268141
__REFERENCE__,onmt_pg,0.0003736434
__REFERENCE__,seneca,4.644303e-09
BART,abssentrw,3.595864e-08
onmt_pg,abssentrw,1.453918e-06
seneca,abssentrw,0.02333157
BART,onmt_pg,0.4257741
BART,seneca,4.196108e-05
onmt_pg,seneca,0.0008368632
__REFERENCE__,abssentrw,6.699367e-10
__REFERENCE__,BART,0.007284817
__REFERENCE__,onmt_pg,2.505382e-06
__REFERENCE__,seneca,2.930337e-09
BART,abssentrw,1.047851e-07
onmt_pg,abssentrw,3.271575e-05
seneca,abssentrw,0.04659725
BART,onmt_pg,0.004332308
BART,seneca,2.238326e-05
onmt_pg,seneca,0.04937555
__REFERENCE__,abssentrw,4.196597e-12
__REFERENCE__,BART,0.1099348
__REFERENCE__,onmt_pg,0.07858273
__REFERENCE__,seneca,9.690757e-09
BART,abssentrw,8.128018e-07
onmt_pg,abssentrw,1.119483e-07
abssentrw,seneca,0.07006936
BART,onmt_pg,0.9319161
BART,seneca,1.297432e-05
onmt_pg,seneca,1.695788e-05
__REFERENCE__,abssentrw,6.126256e-14
__REFERENCE__,BART,0.03419121
__REFERENCE__,onmt_pg,0.0001042941
__REFERENCE__,seneca,1.015303e-08
BART,abssentrw,1.397033e-08
onmt_pg,abssentrw,3.87017e-07
seneca,abssentrw,0.003672321
BART,onmt_pg,0.08372044
BART,seneca,3.045287e-05
onmt_pg,seneca,0.005173933
__REFERENCE__,abssentrw,1.562953e-12
__REFERENCE__,BART,0.0002064414
__REFERENCE__,onmt_pg,0.00134456
__REFERENCE__,seneca,3.595215e-13
BART,abssentrw,1.460327e-05
onmt_pg,abssentrw,1.58802e-07
abssentrw,seneca,0.05875216
BART,onmt_pg,0.7960317
BART,seneca,0.0004671019
onmt_pg,seneca,6.374721e-05
__REFERENCE__,abssentrw,1.427103e-10
__REFERENCE__,BART,0.2577462
__REFERENCE__,onmt_pg,0.01047407
__REFERENCE__,seneca,2.215129e-13
BART,abssentrw,2.845299e-06
onmt_pg,abssentrw,3.331933e-06
abssentrw,seneca,0.224564
BART,onmt_pg,0.1817752
BART,seneca,2.757191e-07
onmt_pg,seneca,7.622992e-06
__REFERENCE__,abssentrw,9.331418e-12
__REFERENCE__,BART,0.0245774
__REFERENCE__,onmt_pg,0.0002864788
__REFERENCE__,seneca,4.033916e-11
BART,abssentrw,1.663107e-07
onmt_pg,abssentrw,0.0001486249
abssentrw,seneca,0.5531896
BART,onmt_pg,0.07547141
BART,seneca,1.27422e-09
onmt_pg,seneca,6.984922e-05
__REFERENCE__,abssentrw,4.711944e-10
__REFERENCE__,BART,0.01575555
__REFERENCE__,onmt_pg,0.0003525441
__REFERENCE__,seneca,1.691981e-11
BART,abssentrw,1.652356e-05
onmt_pg,abssentrw,4.854527e-05
abssentrw,seneca,0.1991407
BART,onmt_pg,0.2058123
BART,seneca,2.596076e-05
onmt_pg,seneca,0.0004716356
__REFERENCE__,abssentrw,9.009142e-14
__REFERENCE__,BART,0.0001258579
__REFERENCE__,onmt_pg,1.349942e-05
__REFERENCE__,seneca,7.187996e-11
BART,abssentrw,5.048564e-08
onmt_pg,abssentrw,3.709883e-08
seneca,abssentrw,0.001390739
BART,onmt_pg,0.2809655
BART,seneca,0.00146133
onmt_pg,seneca,0.04511275
__REFERENCE__,abssentrw,1.027188e-12
__REFERENCE__,BART,0.1150346
__REFERENCE__,onmt_pg,0.03610958
__REFERENCE__,seneca,4.115753e-08
BART,abssentrw,1.706418e-07
onmt_pg,abssentrw,1.723489e-08
abssentrw,seneca,0.1240036
BART,onmt_pg,0.5048758
BART,seneca,1.47766e-06
onmt_pg,seneca,1.195845e-05
__REFERENCE__,abssentrw,1.329382e-10
__REFERENCE__,BART,0.001736393
__REFERENCE__,onmt_pg,0.04258048
__REFERENCE__,seneca,1.942572e-10
BART,abssentrw,9.338496e-06
onmt_pg,abssentrw,1.734581e-07
abssentrw,seneca,0.1259875
BART,onmt_pg,0.2843973
BART,seneca,0.0002807966
onmt_pg,seneca,6.167298e-08
__REFERENCE__,abssentrw,2.032305e-14
__REFERENCE__,BART,0.001276569
__REFERENCE__,onmt_pg,9.241144e-05
__REFERENCE__,seneca,9.742668e-11
BART,abssentrw,3.372995e-09
onmt_pg,abssentrw,5.277136e-08
seneca,abssentrw,0.0246732
BART,onmt_pg,0.151971
BART,seneca,1.484836e-06
onmt_pg,seneca,0.0005317868
__REFERENCE__,abssentrw,5.12386e-10
__REFERENCE__,BART,0.01608765
__REFERENCE__,onmt_pg,0.0006568144
__REFERENCE__,seneca,1.542214e-12
BART,abssentrw,6.535563e-05
onmt_pg,abssentrw,0.0001123247
abssentrw,seneca,0.9709896
BART,onmt_pg,0.397448
BART,seneca,2.10921e-08
onmt_pg,seneca,2.93607e-05
__REFERENCE__,abssentrw,9.988951e-16
__REFERENCE__,BART,0.02345208
__REFERENCE__,onmt_pg,2.817953e-05
__REFERENCE__,seneca,1.921504e-08
BART,abssentrw,2.292327e-09
onmt_pg,abssentrw,8.964539e-07
seneca,abssentrw,0.005503028
BART,onmt_pg,0.04288377
BART,seneca,1.635915e-05
onmt_pg,seneca,0.03506192
__REFERENCE__,abssentrw,1.18063e-13
__REFERENCE__,BART,0.2537609
__REFERENCE__,onmt_pg,0.001334275
__REFERENCE__,seneca,6.393899e-15
BART,abssentrw,2.463796e-08
onmt_pg,abssentrw,8.265559e-08
abssentrw,seneca,0.1089741
BART,onmt_pg,0.06087701
BART,seneca,1.238146e-08
onmt_pg,seneca,3.455237e-07
__REFERENCE__,abssentrw,2.129519e-12
__REFERENCE__,BART,0.005104373
__REFERENCE__,onmt_pg,0.0002595048
__REFERENCE__,seneca,7.785682e-12
BART,abssentrw,0.0001034903
onmt_pg,abssentrw,8.034846e-05
abssentrw,seneca,0.634473
BART,onmt_pg,0.3734862
BART,seneca,6.453968e-06
onmt_pg,seneca,6.806489e-05
__REFERENCE__,abssentrw,4.666714e-10
__REFERENCE__,BART,0.001607136
__REFERENCE__,onmt_pg,0.001777466
__REFERENCE__,seneca,1.461394e-12
BART,abssentrw,0.000852272
onmt_pg,abssentrw,0.0005330422
abssentrw,seneca,0.9358915
BART,onmt_pg,0.8215933
BART,seneca,3.418195e-05
onmt_pg,seneca,3.520512e-05
__REFERENCE__,abssentrw,4.759281e-12
__REFERENCE__,BART,0.0008879989
__REFERENCE__,onmt_pg,0.002156817
__REFERENCE__,seneca,9.161463e-13
BART,abssentrw,0.0003056044
onmt_pg,abssentrw,1.748191e-05
abssentrw,seneca,0.8832054
BART,onmt_pg,0.9140439
BART,seneca,4.99215e-06
onmt_pg,seneca,2.408616e-05
__REFERENCE__,abssentrw,3.779868e-17
__REFERENCE__,BART,0.1281448
__REFERENCE__,onmt_pg,6.598304e-05
__REFERENCE__,seneca,5.970238e-12
BART,abssentrw,1.95508e-11
onmt_pg,abssentrw,4.131906e-09
seneca,abssentrw,0.03880573
BART,onmt_pg,0.01974799
BART,seneca,3.160628e-08
onmt_pg,seneca,0.0004733132
__REFERENCE__,abssentrw,4.505176e-15
__REFERENCE__,BART,0.1747436
__REFERENCE__,onmt_pg,0.003496141
__REFERENCE__,seneca,4.125721e-09
BART,abssentrw,8.230217e-09
onmt_pg,abssentrw,6.558043e-07
seneca,abssentrw,0.01151034
BART,onmt_pg,0.1884681
BART,seneca,3.719876e-06
onmt_pg,seneca,0.002132621
__REFERENCE__,abssentrw,6.931324e-12
__REFERENCE__,BART,9.045898e-05
__REFERENCE__,onmt_pg,0.0001473073
__REFERENCE__,seneca,9.266733e-11
BART,abssentrw,6.205692e-05
onmt_pg,abssentrw,0.0001879346
abssentrw,seneca,0.6980252
BART,onmt_pg,0.9310603
BART,seneca,1.792572e-05
onmt_pg,seneca,9.685874e-06
__REFERENCE__,abssentrw,1.454336e-10
__REFERENCE__,BART,0.6663125
__REFERENCE__,onmt_pg,0.0005212063
__REFERENCE__,seneca,5.971962e-12
BART,abssentrw,1.233904e-06
onmt_pg,abssentrw,0.0003737689
abssentrw,seneca,0.7617381
BART,onmt_pg,0.007349966
BART,seneca,8.000732e-08
onmt_pg,seneca,0.0007123284
__REFERENCE__,abssentrw,2.329606e-09
__REFERENCE__,BART,5.374402e-05
__REFERENCE__,onmt_pg,0.0004911581
__REFERENCE__,seneca,7.170376e-16
BART,abssentrw,0.0003804064
onmt_pg,abssentrw,0.000123008
abssentrw,seneca,0.6649706
BART,onmt_pg,0.8228284
BART,seneca,6.717554e-07
onmt_pg,seneca,1.354052e-05
__REFERENCE__,abssentrw,1.368206e-06
__REFERENCE__,BART,0.1232735
__REFERENCE__,onmt_pg,0.084711
__REFERENCE__,seneca,1.35551e-06
BART,abssentrw,0.0007744367
onmt_pg,abssentrw,0.0008387344
abssentrw,seneca,0.4535351
BART,onmt_pg,0.7481968
BART,seneca,0.0004343996
onmt_pg,seneca,0.003698263
__REFERENCE__,abssentrw,1.337174e-11
__REFERENCE__,BART,0.0415099
__REFERENCE__,onmt_pg,0.0005804629
__REFERENCE__,seneca,2.586209e-09
BART,abssentrw,1.196557e-06
onmt_pg,abssentrw,0.0005676162
abssentrw,seneca,0.4478328
BART,onmt_pg,0.06747459
BART,seneca,1.562371e-05
onmt_pg,seneca,0.01712919
__REFERENCE__,abssentrw,3.946994e-14
__REFERENCE__,BART,0.1288929
__REFERENCE__,onmt_pg,0.003294674
__REFERENCE__,seneca,9.572106e-06
BART,abssentrw,1.143822e-06
onmt_pg,abssentrw,1.15563e-07
seneca,abssentrw,0.0003646391
BART,onmt_pg,0.3364878
BART,seneca,0.01773334
onmt_pg,seneca,0.1377715
__REFERENCE__,abssentrw,1.617524e-14
__REFERENCE__,BART,0.02125828
__REFERENCE__,onmt_pg,5.945922e-06
__REFERENCE__,seneca,3.217049e-09
BART,abssentrw,4.269443e-09
onmt_pg,abssentrw,7.196228e-07
seneca,abssentrw,0.001178815
BART,onmt_pg,0.004304117
BART,seneca,1.220482e-05
onmt_pg,seneca,0.06643823
__REFERENCE__,abssentrw,1.250174e-15
__REFERENCE__,BART,2.08027e-06
__REFERENCE__,onmt_pg,0.0001662269
__REFERENCE__,seneca,2.215765e-12
BART,abssentrw,1.854605e-05
onmt_pg,abssentrw,5.165976e-09
abssentrw,seneca,0.05539029
BART,onmt_pg,0.2981915
BART,seneca,0.002224798
onmt_pg,seneca,0.0004034935
__REFERENCE__,abssentrw,7.641737e-12
__REFERENCE__,BART,0.5780828
__REFERENCE__,onmt_pg,0.513568
__REFERENCE__,seneca,7.074787e-08
BART,abssentrw,1.070887e-09
onmt_pg,abssentrw,3.863017e-11
abssentrw,seneca,0.100336
BART,onmt_pg,0.8912998
BART,seneca,2.612076e-08
onmt_pg,seneca,1.102619e-07
__REFERENCE__,abssentrw,1.0
__REFERENCE__,BART,1.0
__REFERENCE__,onmt_pg,1.0
__REFERENCE__,seneca,1.0
abssentrw,BART,1.0
abssentrw,onmt_pg,1.0
abssentrw,seneca,1.0
BART,onmt_pg,1.0
BART,seneca,1.0
onmt_pg,seneca,1.0
__REFERENCE__,abssentrw,2.30554e-12
__REFERENCE__,BART,0.0001081801
__REFERENCE__,onmt_pg,0.0001301555
__REFERENCE__,seneca,1.196207e-12
BART,abssentrw,7.95739e-06
onmt_pg,abssentrw,2.920167e-05
abssentrw,seneca,0.4976231
BART,onmt_pg,0.8146892
BART,seneca,2.873979e-05
onmt_pg,seneca,0.0005988368
__REFERENCE__,abssentrw,1.431404e-10
__REFERENCE__,BART,0.1803496
__REFERENCE__,onmt_pg,0.0001533922
__REFERENCE__,seneca,3.906379e-07
BART,abssentrw,4.712805e-07
onmt_pg,abssentrw,0.0009714413
abssentrw,seneca,0.3712254
BART,onmt_pg,0.002208897
BART,seneca,4.873391e-06
onmt_pg,seneca,0.02808969
__REFERENCE__,abssentrw,3.952001e-10
__REFERENCE__,BART,1.746208e-05
__REFERENCE__,onmt_pg,9.299344e-05
__REFERENCE__,seneca,4.005616e-09
BART,abssentrw,2.127257e-05
onmt_pg,abssentrw,7.614728e-05
abssentrw,seneca,0.3775365
BART,onmt_pg,0.8319458
BART,seneca,0.0009964349
onmt_pg,seneca,0.001674459
__REFERENCE__,abssentrw,4.764425e-15
__REFERENCE__,BART,0.04721787
__REFERENCE__,onmt_pg,0.03137759
__REFERENCE__,seneca,4.806749e-07
BART,abssentrw,3.304661e-08
onmt_pg,abssentrw,1.761837e-07
seneca,abssentrw,0.008772757
BART,onmt_pg,0.7177173
BART,seneca,0.0004381325
onmt_pg,seneca,0.0008419474
__REFERENCE__,abssentrw,2.087198e-12
__REFERENCE__,BART,0.008184493
__REFERENCE__,onmt_pg,0.002039554
__REFERENCE__,seneca,1.716774e-10
BART,abssentrw,1.598128e-07
onmt_pg,abssentrw,8.686451e-07
abssentrw,seneca,0.1933294
BART,onmt_pg,0.5514003
BART,seneca,3.532548e-06
onmt_pg,seneca,6.996548e-05
__REFERENCE__,abssentrw,2.611291e-09
__REFERENCE__,BART,0.009158286
__REFERENCE__,onmt_pg,0.003682816
__REFERENCE__,seneca,1.701818e-07
BART,abssentrw,0.0004046563
onmt_pg,abssentrw,3.683735e-05
abssentrw,seneca,0.3391016
BART,onmt_pg,0.7736577
BART,seneca,0.0006807635
onmt_pg,seneca,0.000772846
__REFERENCE__,abssentrw,6.118199e-17
__REFERENCE__,BART,0.0002027053
__REFERENCE__,onmt_pg,0.06057822
__REFERENCE__,seneca,1.108915e-12
BART,abssentrw,9.085679e-07
onmt_pg,abssentrw,8.619335e-11
seneca,abssentrw,0.01599952
BART,onmt_pg,0.3024877
BART,seneca,0.0002418611
onmt_pg,seneca,1.328129e-06
__REFERENCE__,abssentrw,1.090869e-11
__REFERENCE__,BART,0.1043343
__REFERENCE__,onmt_pg,3.31949e-05
__REFERENCE__,seneca,3.170545e-12
BART,abssentrw,1.338205e-05
onmt_pg,abssentrw,0.000285239
abssentrw,seneca,0.35824
BART,onmt_pg,0.06477234
BART,seneca,1.288425e-06
onmt_pg,seneca,0.0006896758
__REFERENCE__,abssentrw,1.463888e-15
__REFERENCE__,BART,0.09008251
__REFERENCE__,onmt_pg,0.0001057568
__REFERENCE__,seneca,8.702863e-09
BART,abssentrw,3.617462e-11
onmt_pg,abssentrw,1.57797e-08
seneca,abssentrw,0.0005418469
BART,onmt_pg,0.006991923
BART,seneca,5.122063e-05
onmt_pg,seneca,0.1693919
__REFERENCE__,abssentrw,1.019958e-09
__REFERENCE__,BART,0.1020164
__REFERENCE__,onmt_pg,0.0003433013
__REFERENCE__,seneca,1.748588e-07
BART,abssentrw,8.42609e-07
onmt_pg,abssentrw,0.0002421154
abssentrw,seneca,0.1499914
BART,onmt_pg,0.01132831
BART,seneca,1.589332e-05
onmt_pg,seneca,0.02545214
__REFERENCE__,abssentrw,2.252053e-12
__REFERENCE__,BART,0.001168513
__REFERENCE__,onmt_pg,8.950381e-05
__REFERENCE__,seneca,2.420807e-09
BART,abssentrw,2.409533e-07
onmt_pg,abssentrw,1.491325e-06
abssentrw,seneca,0.05302484
BART,onmt_pg,0.2487607
BART,seneca,4.136876e-05
onmt_pg,seneca,0.003288231
__REFERENCE__,abssentrw,1.482042e-09
__REFERENCE__,BART,0.04258985
__REFERENCE__,onmt_pg,1.543295e-05
__REFERENCE__,seneca,2.139196e-10
BART,abssentrw,2.163228e-05
onmt_pg,abssentrw,0.01133114
abssentrw,seneca,0.2560212
BART,onmt_pg,0.01125205
BART,seneca,3.726441e-06
onmt_pg,seneca,0.08437283
__REFERENCE__,abssentrw,2.768401e-13
__REFERENCE__,BART,0.0003536986
__REFERENCE__,onmt_pg,1.080809e-05
__REFERENCE__,seneca,1.79715e-14
BART,abssentrw,0.0002995091
onmt_pg,abssentrw,0.0001818082
abssentrw,seneca,0.3476165
BART,onmt_pg,0.430914
BART,seneca,0.00013143
onmt_pg,seneca,0.00244262
__REFERENCE__,abssentrw,3.410972e-07
__REFERENCE__,BART,0.005951775
__REFERENCE__,onmt_pg,0.01260551
__REFERENCE__,seneca,3.172611e-08
